invoice_id,invoice_no,vendor_name,invoice_date,amount,expense_type
INV000631,FP202500000631,XX供应商3024,2025-08-12,384.06,office_supplies
INV000632,FP202500000632,XX供应商8511,2025-04-12,175.3,communication
INV000633,FP202500000633,XX供应商9843,2025-10-23,1605.3,training_fee
INV000634,FP202500000634,XX供应商7033,2025-03-18,169.07,travel_lodging
INV000635,FP202500000635,XX供应商7654,2025-04-02,2363.36,training_fee
INV000636,FP202500000636,XX供应商5933,2025-02-06,360.05,office_supplies
INV000637,FP202500000637,XX供应商8875,2025-12-09,2606.32,training_fee
INV000638,FP202500000638,XX供应商5436,2025-06-22,196.87,communication
INV000639,FP202500000639,XX供应商3822,2025-10-04,2187.6,training_fee
INV000640,FP202500000640,XX供应商6011,2025-01-01,244.73,communication
INV000641,FP202500000641,XX供应商7077,2025-02-08,179.26,communication
INV000642,FP202500000642,XX供应商8145,2025-03-14,70.98,local_transport
INV000643,FP202500000643,XX供应商5382,2025-02-23,71.81,local_transport
INV000644,FP202500000644,XX供应商5518,2025-03-19,458.37,business_entertainment
INV000645,FP202500000645,XX供应商5130,2025-11-27,249.96,travel_lodging
INV000646,FP202500000646,XX供应商8900,2025-09-10,78.42,local_transport
INV000647,FP202500000647,XX供应商7140,2025-08-18,921.96,business_entertainment
INV000648,FP202500000648,XX供应商6439,2025-09-30,334.0,travel_lodging
INV000649,FP202500000649,XX供应商1785,2025-11-26,211.72,office_supplies
INV000650,FP202500000650,XX供应商8679,2025-02-24,65.97,local_transport
INV000651,FP202500000651,XX供应商1101,2025-10-29,888.48,travel_lodging
INV000652,FP202500000652,XX供应商2540,2025-10-06,272.59,office_supplies
INV000653,FP202500000653,XX供应商3803,2025-10-13,1567.74,training_fee
INV000654,FP202500000654,XX供应商7004,2025-12-10,452.8,office_supplies
INV000655,FP202500000655,XX供应商3885,2025-05-26,244.46,communication
INV000656,FP202500000656,XX供应商7690,2025-10-27,1179.8,travel_lodging
INV000657,FP202500000657,XX供应商9617,2025-11-20,2223.92,training_fee
INV000658,FP202500000658,XX供应商8047,2025-06-07,204.42,communication
INV000659,FP202500000659,XX供应商4449,2025-11-24,155.02,local_transport
INV000660,FP202500000660,XX供应商4065,2025-10-20,282.82,communication
INV000661,FP202500000661,XX供应商3818,2025-03-16,371.33,travel_lodging
INV000662,FP202500000662,XX供应商3619,2025-12-15,169.11,local_transport
INV000663,FP202500000663,XX供应商7414,2025-08-20,2277.39,training_fee
INV000664,FP202500000664,XX供应商4267,2025-01-24,1323.01,travel_lodging
INV000665,FP202500000665,XX供应商9329,2025-12-06,204.92,office_supplies
INV000666,FP202500000666,XX供应商9759,2025-09-05,669.07,travel_lodging
INV000667,FP202500000667,XX供应商3303,2025-04-29,203.37,travel_lodging
INV000668,FP202500000668,XX供应商2531,2025-12-03,537.9,travel_lodging
INV000669,FP202500000669,XX供应商2822,2025-05-27,376.54,business_entertainment
INV000670,FP202500000670,XX供应商5426,2025-03-10,265.63,local_transport
INV000671,FP202500000671,XX供应商4467,2025-06-01,568.87,travel_lodging
INV000672,FP202500000672,XX供应商4129,2025-10-17,85.42,local_transport
INV000673,FP202500000673,XX供应商4371,2025-06-22,42.4,local_transport
INV000674,FP202500000674,XX供应商2488,2025-12-16,530.6,travel_lodging
INV000675,FP202500000675,XX供应商5489,2025-11-28,460.39,business_entertainment
INV000676,FP202500000676,XX供应商2780,2025-09-14,949.78,business_entertainment
INV000677,FP202500000677,XX供应商4900,2025-07-11,2492.68,training_fee
INV000678,FP202500000678,XX供应商5465,2025-01-13,841.42,travel_lodging
INV000679,FP202500000679,XX供应商3439,2025-08-01,260.4,travel_lodging
INV000680,FP202500000680,XX供应商3692,2025-01-18,733.8,business_entertainment
INV000681,FP202500000681,XX供应商6227,2025-08-08,103.48,local_transport
INV000682,FP202500000682,XX供应商8312,2025-08-05,289.27,office_supplies
INV000683,FP202500000683,XX供应商5252,2025-04-24,555.09,travel_lodging
INV000684,FP202500000684,XX供应商6752,2025-04-16,107.0,local_transport
INV000685,FP202500000685,XX供应商1066,2025-12-11,115.1,local_transport
INV000686,FP202500000686,XX供应商1765,2025-04-20,336.52,travel_lodging
INV000687,FP202500000687,XX供应商5253,2025-12-08,281.31,business_entertainment
INV000688,FP202500000688,XX供应商3964,2025-09-01,671.14,business_entertainment
INV000689,FP202500000689,XX供应商8891,2025-01-28,1576.34,travel_lodging
INV000690,FP202500000690,XX供应商5741,2025-10-18,151.94,local_transport
INV000691,FP202500000691,XX供应商9076,2025-04-05,588.45,travel_lodging
INV000692,FP202500000692,XX供应商6194,2025-03-25,89.16,local_transport
INV000693,FP202500000693,XX供应商2592,2025-07-20,286.36,office_supplies
INV000694,FP202500000694,XX供应商3878,2025-12-03,239.74,office_supplies
INV000695,FP202500000695,XX供应商6831,2025-10-03,134.05,communication
INV000696,FP202500000696,XX供应商8840,2025-07-18,1331.89,travel_lodging
INV000697,FP202500000697,XX供应商7698,2025-11-22,479.09,travel_lodging
INV000698,FP202500000698,XX供应商1310,2025-12-05,154.58,communication
INV000699,FP202500000699,XX供应商4998,2025-09-10,199.77,communication
INV000700,FP202500000700,XX供应商7058,2025-09-23,85.87,local_transport
INV000701,FP202500000701,XX供应商2052,2025-02-17,829.44,business_entertainment
INV000702,FP202500000702,XX供应商7958,2025-07-08,434.51,office_supplies
INV000703,FP202500000703,XX供应商6943,2025-11-22,654.94,travel_lodging
INV000704,FP202500000704,XX供应商8107,2025-09-29,134.44,local_transport
INV000705,FP202500000705,XX供应商4687,2025-12-29,558.83,travel_lodging
INV000706,FP202500000706,XX供应商9898,2025-03-27,412.01,office_supplies
INV000707,FP202500000707,XX供应商7940,2025-04-21,262.81,communication
INV000708,FP202500000708,XX供应商3165,2025-11-06,77.76,local_transport
INV000709,FP202500000709,XX供应商9805,2025-01-24,790.98,business_entertainment
INV000710,FP202500000710,XX供应商5543,2025-04-28,252.49,travel_lodging
INV000711,FP202500000711,XX供应商7555,2025-06-18,112.97,local_transport
INV000712,FP202500000712,XX供应商5468,2025-01-20,3210.63,training_fee
INV000713,FP202500000713,XX供应商4182,2025-06-14,381.89,office_supplies
INV000714,FP202500000714,XX供应商2224,2025-08-06,110.75,communication
INV000715,FP202500000715,XX供应商6126,2025-12-26,1716.68,training_fee
INV000716,FP202500000716,XX供应商7764,2025-08-16,2403.49,training_fee
INV000717,FP202500000717,XX供应商5050,2025-02-22,185.12,communication
INV000718,FP202500000718,XX供应商9220,2025-11-27,160.44,communication
INV000719,FP202500000719,XX供应商6175,2025-12-13,1689.46,training_fee
INV000720,FP202500000720,XX供应商5028,2025-03-27,2242.51,training_fee
INV000721,FP202500000721,XX供应商5775,2025-10-22,218.85,office_supplies
INV000722,FP202500000722,XX供应商3161,2025-02-03,835.72,business_entertainment
INV000723,FP202500000723,XX供应商9377,2025-02-24,1514.05,training_fee
INV000724,FP202500000724,XX供应商7371,2025-10-09,74.38,local_transport
INV000725,FP202500000725,XX供应商3156,2025-07-11,151.71,office_supplies
INV000726,FP202500000726,XX供应商5877,2025-02-24,133.71,communication
INV000727,FP202500000727,XX供应商7353,2025-04-03,1203.58,business_entertainment
INV000728,FP202500000728,XX供应商3714,2025-03-16,708.0,travel_lodging
INV000729,FP202500000729,XX供应商3553,2025-06-19,420.3,business_entertainment
INV000730,FP202500000730,XX供应商2410,2025-10-08,147.52,communication
INV000731,FP202500000731,XX供应商7226,2025-03-15,579.15,travel_lodging
INV000732,FP202500000732,XX供应商6777,2025-05-05,837.56,business_entertainment
INV000733,FP202500000733,XX供应商9114,2025-04-07,587.38,travel_lodging
INV000734,FP202500000734,XX供应商6839,2025-11-24,216.56,travel_lodging
INV000735,FP202500000735,XX供应商5484,2025-06-16,970.87,travel_lodging
INV000736,FP202500000736,XX供应商5896,2025-12-15,381.28,travel_lodging
INV000737,FP202500000737,XX供应商5057,2025-09-15,65.43,local_transport
INV000738,FP202500000738,XX供应商3653,2025-06-02,240.35,office_supplies
INV000739,FP202500000739,XX供应商4953,2025-11-10,2930.22,training_fee
INV000740,FP202500000740,XX供应商2962,2025-02-14,559.73,business_entertainment
INV000741,FP202500000741,XX供应商7982,2025-01-15,543.98,travel_lodging
INV000742,FP202500000742,XX供应商2638,2025-05-06,198.67,office_supplies
INV000743,FP202500000743,XX供应商7557,2025-06-07,270.24,communication
INV000744,FP202500000744,XX供应商5119,2025-06-25,240.36,communication
INV000745,FP202500000745,XX供应商8909,2025-02-12,162.76,communication
INV000746,FP202500000746,XX供应商3610,2025-08-19,418.67,office_supplies
INV000747,FP202500000747,XX供应商5759,2025-04-14,283.68,local_transport
INV000748,FP202500000748,XX供应商6652,2025-03-07,186.49,office_supplies
INV000749,FP202500000749,XX供应商8145,2025-05-01,474.85,travel_lodging
INV000750,FP202500000750,XX供应商1066,2025-08-23,361.99,office_supplies
INV000751,FP202500000751,XX供应商1587,2025-04-06,514.38,travel_lodging
INV000752,FP202500000752,XX供应商4571,2025-08-11,795.63,business_entertainment
INV000753,FP202500000753,XX供应商8656,2025-11-11,3043.48,training_fee
INV000754,FP202500000754,XX供应商9989,2025-07-03,235.45,communication
INV000755,FP202500000755,XX供应商7851,2025-08-06,2647.19,training_fee
INV000756,FP202500000756,XX供应商5176,2025-09-10,833.55,travel_lodging
INV000757,FP202500000757,XX供应商2969,2025-04-30,257.45,office_supplies
INV000758,FP202500000758,XX供应商3141,2025-10-27,729.53,travel_lodging
INV000759,FP202500000759,XX供应商7623,2025-01-04,509.46,business_entertainment
INV000760,FP202500000760,XX供应商6794,2025-05-08,225.97,office_supplies
INV000761,FP202500000761,XX供应商1976,2025-11-09,2329.34,training_fee
INV000762,FP202500000762,XX供应商7015,2025-04-18,184.32,communication
INV000763,FP202500000763,XX供应商9864,2025-07-30,731.96,business_entertainment
INV000764,FP202500000764,XX供应商5985,2025-12-22,187.98,office_supplies
INV000765,FP202500000765,XX供应商3723,2025-11-20,708.37,business_entertainment
INV000766,FP202500000766,XX供应商9197,2025-03-20,259.95,travel_lodging
INV000767,FP202500000767,XX供应商9560,2025-04-21,764.89,travel_lodging
INV000768,FP202500000768,XX供应商8170,2025-10-01,61.41,local_transport
INV000769,FP202500000769,XX供应商2545,2025-12-21,1412.67,training_fee
INV000770,FP202500000770,XX供应商6820,2025-12-17,379.24,travel_lodging
INV000771,FP202500000771,XX供应商3760,2025-10-02,1194.67,travel_lodging
INV000772,FP202500000772,XX供应商3099,2025-02-12,1303.37,travel_lodging
INV000773,FP202500000773,XX供应商8342,2025-01-06,343.19,office_supplies
INV000774,FP202500000774,XX供应商3075,2025-06-01,182.04,local_transport
INV000775,FP202500000775,XX供应商3925,2025-01-10,321.93,local_transport
INV000776,FP202500000776,XX供应商6847,2025-06-18,719.48,travel_lodging
INV000777,FP202500000777,XX供应商7535,2025-01-05,213.62,local_transport
INV000778,FP202500000778,XX供应商9615,2025-06-20,305.12,local_transport
INV000779,FP202500000779,XX供应商1343,2025-06-19,823.32,travel_lodging
INV000780,FP202500000780,XX供应商4699,2025-02-17,455.56,travel_lodging
INV000781,FP202500000781,XX供应商4085,2025-02-01,1674.87,training_fee
INV000782,FP202500000782,XX供应商4860,2025-07-06,123.31,communication
INV000783,FP202500000783,XX供应商6775,2025-06-05,277.03,communication
INV000784,FP202500000784,XX供应商2811,2025-03-25,107.36,communication
INV000785,FP202500000785,XX供应商9645,2025-11-04,1186.01,business_entertainment
INV000786,FP202500000786,XX供应商6526,2025-06-14,204.28,communication
INV000787,FP202500000787,XX供应商6689,2025-12-10,400.7,office_supplies
INV000788,FP202500000788,XX供应商9936,2025-03-25,74.05,local_transport
INV000789,FP202500000789,XX供应商8907,2025-12-04,1204.6,business_entertainment
INV000790,FP202500000790,XX供应商4462,2025-12-26,2606.13,training_fee
INV000791,FP202500000791,XX供应商1554,2025-12-08,472.64,office_supplies
INV000792,FP202500000792,XX供应商7524,2025-03-07,415.61,office_supplies
INV000793,FP202500000793,XX供应商5389,2025-03-15,1212.01,travel_lodging
INV000794,FP202500000794,XX供应商8313,2025-07-14,273.4,office_supplies
INV000795,FP202500000795,XX供应商9810,2025-06-05,687.89,travel_lodging
INV000796,FP202500000796,XX供应商3295,2025-02-13,110.92,local_transport
INV000797,FP202500000797,XX供应商6061,2025-11-27,275.23,travel_lodging
INV000798,FP202500000798,XX供应商4707,2025-10-11,2496.9,training_fee
INV000799,FP202500000799,XX供应商4975,2025-08-28,703.66,travel_lodging
INV000800,FP202500000800,XX供应商1380,2025-12-24,435.86,business_entertainment
INV000801,FP202500000801,XX供应商4041,2025-01-24,3072.51,training_fee
INV000802,FP202500000802,XX供应商6014,2025-01-14,417.45,travel_lodging
INV000803,FP202500000803,XX供应商8811,2025-11-23,2357.21,training_fee
INV000804,FP202500000804,XX供应商3221,2025-12-23,1017.17,business_entertainment
INV000805,FP202500000805,XX供应商4223,2025-07-05,1951.97,training_fee
INV000806,FP202500000806,XX供应商4769,2025-01-31,1227.2,travel_lodging
INV000807,FP202500000807,XX供应商4131,2025-11-25,249.86,communication
INV000808,FP202500000808,XX供应商4076,2025-03-11,483.85,travel_lodging
INV000809,FP202500000809,XX供应商3090,2025-09-21,79.36,local_transport
INV000810,FP202500000810,XX供应商3637,2025-09-19,674.14,travel_lodging
INV000811,FP202500000811,XX供应商3515,2025-12-03,490.49,travel_lodging
INV000812,FP202500000812,XX供应商8499,2025-10-30,459.01,business_entertainment
INV000813,FP202500000813,XX供应商7640,2025-01-25,181.8,office_supplies
INV000814,FP202500000814,XX供应商9666,2025-01-28,124.41,communication
INV000815,FP202500000815,XX供应商1460,2025-04-30,535.62,travel_lodging
INV000816,FP202500000816,XX供应商8622,2025-12-03,136.09,local_transport
INV000817,FP202500000817,XX供应商2871,2025-01-19,338.84,office_supplies
INV000818,FP202500000818,XX供应商8007,2025-07-15,350.14,local_transport
INV000819,FP202500000819,XX供应商5608,2025-12-07,1312.24,training_fee
INV000820,FP202500000820,XX供应商3961,2025-10-20,1162.45,business_entertainment
INV000821,FP202500000821,XX供应商2268,2025-06-27,130.08,communication
INV000822,FP202500000822,XX供应商3689,2025-01-04,550.78,business_entertainment
INV000823,FP202500000823,XX供应商7606,2025-04-19,253.61,office_supplies
INV000824,FP202500000824,XX供应商6284,2025-06-28,383.22,travel_lodging
INV000825,FP202500000825,XX供应商4668,2025-01-21,74.46,local_transport
INV000826,FP202500000826,XX供应商3329,2025-03-24,945.75,travel_lodging
INV000827,FP202500000827,XX供应商2848,2025-04-23,260.92,communication
INV000828,FP202500000828,XX供应商3228,2025-12-19,208.45,local_transport
INV000829,FP202500000829,XX供应商7941,2025-01-13,339.37,office_supplies
INV000830,FP202500000830,XX供应商5424,2025-06-07,526.09,business_entertainment
INV000831,FP202500000831,XX供应商7533,2025-05-16,834.41,travel_lodging
INV000832,FP202500000832,XX供应商1641,2025-08-31,209.53,office_supplies
INV000833,FP202500000833,XX供应商2445,2025-05-09,2873.69,training_fee
INV000834,FP202500000834,XX供应商7331,2025-07-11,177.93,office_supplies
INV000835,FP202500000835,XX供应商4589,2025-08-20,694.37,travel_lodging
INV000836,FP202500000836,XX供应商1997,2025-12-24,850.52,travel_lodging
INV000837,FP202500000837,XX供应商9217,2025-05-16,1369.08,training_fee
INV000838,FP202500000838,XX供应商6470,2025-11-22,138.16,communication
INV000839,FP202500000839,XX供应商6044,2025-11-14,187.37,communication
INV000840,FP202500000840,XX供应商8549,2025-01-30,157.68,local_transport
INV000841,FP202500000841,XX供应商5445,2025-02-12,205.23,office_supplies
INV000842,FP202500000842,XX供应商1745,2025-12-05,152.21,local_transport
INV000843,FP202500000843,XX供应商9289,2025-03-05,1475.2,business_entertainment
INV000844,FP202500000844,XX供应商9654,2025-05-08,583.37,business_entertainment
INV000845,FP202500000845,XX供应商8170,2025-05-08,131.07,local_transport
INV000846,FP202500000846,XX供应商1406,2025-10-17,230.24,communication
INV000847,FP202500000847,XX供应商9150,2025-11-17,767.39,travel_lodging
INV000848,FP202500000848,XX供应商9322,2025-09-09,95.58,local_transport
INV000849,FP202500000849,XX供应商3480,2025-10-21,585.75,business_entertainment
INV000850,FP202500000850,XX供应商6756,2025-08-06,121.77,office_supplies
INV000851,FP202500000851,XX供应商9114,2025-11-04,1503.67,business_entertainment
INV000852,FP202500000852,XX供应商1092,2025-07-12,208.29,local_transport
INV000853,FP202500000853,XX供应商1399,2025-11-25,191.76,local_transport
INV000854,FP202500000854,XX供应商3020,2025-09-22,2613.89,training_fee
INV000855,FP202500000855,XX供应商6769,2025-01-24,2355.02,training_fee
INV000856,FP202500000856,XX供应商1309,2025-07-14,318.41,office_supplies
INV000857,FP202500000857,XX供应商9496,2025-12-01,179.43,communication
INV000858,FP202500000858,XX供应商8549,2025-04-12,439.03,office_supplies
INV000859,FP202500000859,XX供应商4960,2025-10-03,205.99,local_transport
INV000860,FP202500000860,XX供应商1409,2025-01-14,867.65,business_entertainment
INV000861,FP202500000861,XX供应商8275,2025-03-15,432.41,business_entertainment
INV000862,FP202500000862,XX供应商4156,2025-08-12,125.66,local_transport
INV000863,FP202500000863,XX供应商7941,2025-12-11,2397.32,training_fee
INV000864,FP202500000864,XX供应商4442,2025-09-05,2127.28,training_fee
INV000865,FP202500000865,XX供应商4952,2025-03-22,1297.77,training_fee
INV000866,FP202500000866,XX供应商4224,2025-12-25,946.84,business_entertainment
INV000867,FP202500000867,XX供应商5141,2025-10-18,53.19,local_transport
INV000868,FP202500000868,XX供应商2584,2025-07-15,404.84,office_supplies
INV000869,FP202500000869,XX供应商9685,2025-10-04,73.52,local_transport
INV000870,FP202500000870,XX供应商5814,2025-03-20,228.06,communication
INV000871,FP202500000871,XX供应商1130,2025-04-24,284.8,communication
INV000872,FP202500000872,XX供应商5693,2025-12-04,561.84,travel_lodging
INV000873,FP202500000873,XX供应商1175,2025-12-16,134.02,communication
INV000874,FP202500000874,XX供应商9448,2025-02-13,1577.09,training_fee
INV000875,FP202500000875,XX供应商2193,2025-12-30,2773.24,training_fee
INV000876,FP202500000876,XX供应商5360,2025-03-23,3019.45,training_fee
INV000877,FP202500000877,XX供应商4760,2025-10-06,150.02,communication
INV000878,FP202500000878,XX供应商7962,2025-02-14,168.49,communication
INV000879,FP202500000879,XX供应商2549,2025-05-23,246.06,local_transport
INV000880,FP202500000880,XX供应商1657,2025-01-03,879.38,business_entertainment
INV000881,FP202500000881,XX供应商6657,2025-03-26,1592.12,travel_lodging
INV000882,FP202500000882,XX供应商3513,2025-11-28,307.53,business_entertainment
INV000883,FP202500000883,XX供应商7024,2025-05-11,608.82,travel_lodging
INV000884,FP202500000884,XX供应商4365,2025-01-01,253.23,communication
INV000885,FP202500000885,XX供应商5966,2025-06-16,2679.8,training_fee
INV000886,FP202500000886,XX供应商4678,2025-08-05,126.22,office_supplies
INV000887,FP202500000887,XX供应商9147,2025-10-12,362.66,office_supplies
INV000888,FP202500000888,XX供应商7734,2025-12-23,2606.07,training_fee
INV000889,FP202500000889,XX供应商1513,2025-04-12,1238.77,travel_lodging
INV000890,FP202500000890,XX供应商1663,2025-03-14,2052.93,training_fee
INV000891,FP202500000891,XX供应商4871,2025-10-08,52.85,local_transport
INV000892,FP202500000892,XX供应商9474,2025-12-29,723.84,travel_lodging
INV000893,FP202500000893,XX供应商2806,2025-06-01,432.16,travel_lodging
INV000894,FP202500000894,XX供应商5481,2025-09-23,126.41,communication
INV000895,FP202500000895,XX供应商7015,2025-12-19,694.91,travel_lodging
INV000896,FP202500000896,XX供应商2848,2025-12-12,740.86,travel_lodging
INV000897,FP202500000897,XX供应商9505,2025-08-14,236.29,communication
INV000898,FP202500000898,XX供应商7311,2025-08-28,337.98,travel_lodging
INV000899,FP202500000899,XX供应商7689,2025-03-15,422.09,office_supplies
INV000900,FP202500000900,XX供应商7095,2025-10-21,182.53,office_supplies
INV000901,FP202500000901,XX供应商1288,2025-11-13,188.9,communication
INV000902,FP202500000902,XX供应商7090,2025-07-05,321.31,travel_lodging
INV000903,FP202500000903,XX供应商5827,2025-01-17,910.8,travel_lodging
INV000904,FP202500000904,XX供应商7797,2025-04-27,317.97,local_transport
INV000905,FP202500000905,XX供应商3256,2025-01-09,202.33,communication
INV000906,FP202500000906,XX供应商4626,2025-06-17,850.41,business_entertainment
INV000907,FP202500000907,XX供应商1336,2025-11-26,247.26,office_supplies
INV000908,FP202500000908,XX供应商6238,2025-09-14,1224.94,business_entertainment
INV000909,FP202500000909,XX供应商6764,2025-09-05,134.28,local_transport
INV000910,FP202500000910,XX供应商7492,2025-07-09,589.41,business_entertainment
INV000911,FP202500000911,XX供应商2908,2025-02-20,222.82,local_transport
INV000912,FP202500000912,XX供应商8775,2025-11-19,447.72,office_supplies
INV000913,FP202500000913,XX供应商2783,2025-10-26,380.54,local_transport
INV000914,FP202500000914,XX供应商8045,2025-06-02,1313.02,business_entertainment
INV000915,FP202500000915,XX供应商6170,2025-12-21,2404.02,training_fee
INV000916,FP202500000916,XX供应商6000,2025-04-14,1737.26,training_fee
INV000917,FP202500000917,XX供应商6712,2025-12-14,1306.01,business_entertainment
INV000918,FP202500000918,XX供应商9601,2025-05-30,260.75,local_transport
INV000919,FP202500000919,XX供应商1126,2025-09-08,701.13,travel_lodging
INV000920,FP202500000920,XX供应商7816,2025-09-22,297.25,office_supplies
INV000921,FP202500000921,XX供应商3322,2025-01-24,224.93,communication
INV000922,FP202500000922,XX供应商9304,2025-12-14,272.87,communication
INV000923,FP202500000923,XX供应商2938,2025-12-28,619.03,travel_lodging
INV000924,FP202500000924,XX供应商5359,2025-03-04,2834.59,training_fee
INV000925,FP202500000925,XX供应商3341,2025-03-23,190.95,communication
INV000926,FP202500000926,XX供应商4871,2025-08-02,142.47,communication
INV000927,FP202500000927,XX供应商7499,2025-06-02,1458.23,travel_lodging
INV000928,FP202500000928,XX供应商5937,2025-11-22,81.08,local_transport
INV000929,FP202500000929,XX供应商6802,2025-12-13,523.54,travel_lodging
INV000930,FP202500000930,XX供应商2500,2025-06-18,217.51,communication
INV000931,FP202500000931,XX供应商6032,2025-06-25,50.59,local_transport
INV000932,FP202500000932,XX供应商8408,2025-12-31,99.2,local_transport
INV000933,FP202500000933,XX供应商2447,2025-11-17,107.23,communication
INV000934,FP202500000934,XX供应商4304,2025-12-06,472.09,travel_lodging
INV000935,FP202500000935,XX供应商4890,2025-11-06,2946.74,training_fee
INV000936,FP202500000936,XX供应商6292,2025-03-03,1016.14,business_entertainment
INV000937,FP202500000937,XX供应商3174,2025-01-19,868.68,travel_lodging
INV000938,FP202500000938,XX供应商4565,2025-11-19,176.21,communication
INV000939,FP202500000939,XX供应商4063,2025-07-29,1425.89,training_fee
INV000940,FP202500000940,XX供应商8478,2025-11-01,551.7,travel_lodging
INV000941,FP202500000941,XX供应商8222,2025-01-22,83.99,local_transport
INV000942,FP202500000942,XX供应商4472,2025-12-14,651.45,travel_lodging
INV000943,FP202500000943,XX供应商4019,2025-02-06,348.08,business_entertainment
INV000944,FP202500000944,XX供应商3490,2025-12-17,79.85,local_transport
INV000945,FP202500000945,XX供应商4356,2025-09-14,224.62,communication
INV000946,FP202500000946,XX供应商7656,2025-08-14,1736.24,training_fee
INV000947,FP202500000947,XX供应商1439,2025-09-08,536.89,travel_lodging
INV000948,FP202500000948,XX供应商8578,2025-06-25,246.5,local_transport
INV000949,FP202500000949,XX供应商1234,2025-11-26,487.53,business_entertainment
INV000950,FP202500000950,XX供应商1705,2025-01-12,221.62,local_transport
INV000951,FP202500000951,XX供应商6562,2025-06-28,100.68,local_transport
INV000952,FP202500000952,XX供应商4963,2025-12-26,185.66,communication
INV000953,FP202500000953,XX供应商7127,2025-12-05,94.49,local_transport
INV000954,FP202500000954,XX供应商2397,2025-10-01,2309.34,training_fee
INV000955,FP202500000955,XX供应商7008,2025-12-17,277.51,business_entertainment
INV000956,FP202500000956,XX供应商3542,2025-03-13,346.14,office_supplies
INV000957,FP202500000957,XX供应商2462,2025-07-10,91.71,local_transport
INV000958,FP202500000958,XX供应商3712,2025-11-28,830.22,business_entertainment
INV000959,FP202500000959,XX供应商2822,2025-05-27,2811.75,training_fee
INV000960,FP202500000960,XX供应商3146,2025-05-04,241.17,office_supplies
INV000961,FP202500000961,XX供应商3634,2025-03-20,852.51,travel_lodging
INV000962,FP202500000962,XX供应商4974,2025-04-20,490.21,office_supplies
INV000963,FP202500000963,XX供应商3931,2025-05-18,1589.12,business_entertainment
INV000964,FP202500000964,XX供应商6649,2025-09-28,498.02,travel_lodging
INV000965,FP202500000965,XX供应商9900,2025-07-23,2516.73,training_fee
INV000966,FP202500000966,XX供应商6966,2025-11-20,295.91,travel_lodging
INV000967,FP202500000967,XX供应商5048,2025-10-12,761.62,business_entertainment
INV000968,FP202500000968,XX供应商4772,2025-09-01,114.07,local_transport
INV000969,FP202500000969,XX供应商2328,2025-11-15,443.73,business_entertainment
INV000970,FP202500000970,XX供应商4853,2025-12-13,2947.2,training_fee
INV000971,FP202500000971,XX供应商5978,2025-12-01,742.37,business_entertainment
INV000972,FP202500000972,XX供应商8740,2025-06-25,75.57,local_transport
INV000973,FP202500000973,XX供应商4667,2025-05-31,121.05,communication
INV000974,FP202500000974,XX供应商2013,2025-02-24,1273.59,training_fee
INV000975,FP202500000975,XX供应商1177,2025-11-24,62.56,local_transport
INV000976,FP202500000976,XX供应商7977,2025-05-22,389.02,office_supplies
INV000977,FP202500000977,XX供应商4881,2025-09-25,444.55,office_supplies
INV000978,FP202500000978,XX供应商2203,2025-04-25,451.74,business_entertainment
INV000979,FP202500000979,XX供应商3943,2025-07-21,157.57,communication
INV000980,FP202500000980,XX供应商9593,2025-07-19,993.66,travel_lodging
INV000981,FP202500000981,XX供应商2199,2025-12-09,656.07,business_entertainment
INV000982,FP202500000982,XX供应商8497,2025-01-06,1283.29,business_entertainment
INV000983,FP202500000983,XX供应商1936,2025-02-09,320.42,business_entertainment
INV000984,FP202500000984,XX供应商6564,2025-03-19,366.92,office_supplies
INV000985,FP202500000985,XX供应商6930,2025-03-30,1774.4,training_fee
INV000986,FP202500000986,XX供应商4831,2025-12-04,413.22,office_supplies
INV000987,FP202500000987,XX供应商7373,2025-09-07,251.16,communication
INV000988,FP202500000988,XX供应商7447,2025-12-07,266.65,travel_lodging
INV000989,FP202500000989,XX供应商4788,2025-06-08,486.37,travel_lodging
INV000990,FP202500000990,XX供应商4905,2025-07-06,1960.02,training_fee
INV000991,FP202500000991,XX供应商1919,2025-12-17,1884.07,business_entertainment
INV000992,FP202500000992,XX供应商5102,2025-07-07,917.63,business_entertainment
INV000993,FP202500000993,XX供应商9689,2025-01-23,196.47,local_transport
INV000994,FP202500000994,XX供应商3910,2025-11-26,2955.55,training_fee
INV000995,FP202500000995,XX供应商6223,2025-11-14,637.34,business_entertainment
INV000996,FP202500000996,XX供应商8986,2025-05-22,476.1,travel_lodging
INV000997,FP202500000997,XX供应商1846,2025-07-06,1259.56,travel_lodging
INV000998,FP202500000998,XX供应商9984,2025-07-29,1000.03,business_entertainment
INV000999,FP202500000999,XX供应商1382,2025-06-19,135.22,communication
INV001000,FP202500001000,XX供应商4427,2025-10-15,65.79,local_transport
INV001001,FP202500001001,XX供应商5648,2025-06-28,135.32,communication
INV001002,FP202500001002,XX供应商2670,2025-03-17,193.77,office_supplies
INV001003,FP202500001003,XX供应商9974,2025-12-29,1836.01,business_entertainment
INV001004,FP202500001004,XX供应商6786,2025-03-26,380.63,office_supplies
INV001005,FP202500001005,XX供应商3033,2025-08-08,337.89,office_supplies
INV001006,FP202500001006,XX供应商9937,2025-12-22,219.43,communication
INV001007,FP202500001007,XX供应商5813,2025-02-18,187.92,local_transport
INV001008,FP202500001008,XX供应商9659,2025-03-10,1313.57,training_fee
INV001009,FP202500001009,XX供应商1680,2025-11-18,308.95,travel_lodging
