approval_id,record_id,tier_id,approver_employee_id,approver_role,approved_at,approval_status
A000787,R000787,AR-01,E0006,部门经理,2025-12-27,approved
A000788,R000788,AR-01,E0004,部门经理,2025-04-01,approved
A000789,R000789,AR-01,E0001,部门经理,2025-12-21,approved
A000790,R000790,AR-01,E0008,部门经理,2025-12-28,approved
A000791,R000791,AR-01,E0009,部门经理,2026-01-02,approved
A000792,R000792,AR-01,E0004,部门经理,2025-03-10,approved
A000793,R000793,AR-01,E0006,部门经理,2025-04-22,approved
A000794,R000794,AR-01,E0005,部门经理,2025-08-26,approved
A000795,R000795,AR-01,E0003,部门经理,2025-07-16,approved
A000796,R000796,AR-01,E0010,部门经理,2025-02-25,approved
A000797,R000797,AR-01,E0006,部门经理,2025-12-24,approved
A000798,R000798,AR-01,E0005,部门经理,2025-11-22,approved
A000799,R000799,AR-01,E0009,部门经理,2025-10-12,approved
A000800,R000800,AR-01,E0004,部门经理,2026-01-12,approved
A000801,R000801,AR-02,E0008,部门经理,2025-03-13,approved
A000802,R000802,AR-01,E0008,部门经理,2025-02-03,approved
A000803,R000803,AR-01,E0005,部门经理,2026-01-12,approved
A000804,R000804,AR-01,E0006,部门经理,2026-01-09,approved
A000805,R000805,AR-01,E0005,部门经理,2025-08-22,approved
A000806,R000806,AR-01,E0004,部门经理,2025-03-14,approved
A000807,R000807,AR-01,E0010,部门经理,2025-12-27,approved
A000808,R000808,AR-01,E0003,部门经理,2025-04-19,approved
A000809,R000809,AR-01,E0005,部门经理,2025-10-13,approved
A000810,R000810,AR-01,E0007,部门经理,2025-10-10,approved
A000811,R000811,AR-01,E0005,部门经理,2025-12-16,approved
A000812,R000812,AR-01,E0005,部门经理,2025-12-01,approved
A000813,R000813,AR-01,E0004,部门经理,2025-03-03,approved
A000814,R000814,AR-01,E0001,部门经理,2025-02-01,approved
A000815,R000815,AR-01,E0005,部门经理,2025-06-27,approved
A000816,R000816,AR-01,E0001,部门经理,2026-01-13,approved
A000817,R000817,AR-01,E0006,部门经理,2025-02-09,approved
A000818,R000818,AR-01,E0001,部门经理,2025-09-04,approved
A000819,R000819,AR-01,E0005,部门经理,2025-12-24,approved
A000820,R000820,AR-01,E0001,部门经理,2025-12-16,approved
A000821,R000821,AR-01,E0004,部门经理,2025-07-24,approved
A000822,R000822,AR-01,E0007,部门经理,2025-01-17,approved
A000823,R000823,AR-01,E0005,部门经理,2025-05-21,approved
A000824,R000824,AR-01,E0006,部门经理,2025-08-15,approved
A000825,R000825,AR-01,E0007,部门经理,2025-01-23,approved
A000826,R000826,AR-01,E0004,部门经理,2025-05-14,approved
A000827,R000827,AR-01,E0005,部门经理,2025-06-17,approved
A000828,R000828,AR-01,E0001,部门经理,2026-01-04,approved
A000829,R000829,AR-01,E0006,部门经理,2025-01-15,approved
A000830,R000830,AR-01,E0004,部门经理,2025-07-22,approved
A000831,R000831,AR-01,E0004,部门经理,2025-06-01,approved
A000832,R000832,AR-01,E0004,部门经理,2025-09-06,approved
A000833,R000833,AR-01,E0008,部门经理,2025-06-03,approved
A000834,R000834,AR-01,E0004,部门经理,2025-07-18,approved
A000835,R000835,AR-01,E0006,部门经理,2025-10-12,approved
A000836,R000836,AR-01,E0008,部门经理,2025-12-28,approved
A000837,R000837,AR-01,E0007,部门经理,2025-07-15,approved
A000838,R000838,AR-01,E0007,部门经理,2025-11-29,approved
A000839,R000839,AR-01,E0008,部门经理,2025-12-28,approved
A000840,R000840,AR-01,E0001,部门经理,2025-02-03,approved
A000841,R000841,AR-01,E0005,部门经理,2025-04-09,approved
A000842,R000842,AR-01,E0007,部门经理,2025-12-20,approved
A000843,R000843,AR-01,E0005,部门经理,2025-04-17,approved
A000844,R000844,AR-01,E0009,部门经理,2025-05-21,approved
A000845,R000845,AR-01,E0001,部门经理,2025-06-05,approved
A000846,R000846,AR-01,E0006,部门经理,2025-10-24,approved
A000847,R000847,AR-01,E0006,部门经理,2025-12-27,approved
A000848,R000848,AR-01,E0006,部门经理,2025-10-24,approved
A000849,R000849,AR-01,E0001,部门经理,2025-11-19,approved
A000850,R000850,AR-01,E0001,部门经理,2025-10-01,approved
A000851,R000851,AR-01,E0001,部门经理,2025-11-05,approved
A000852,R000852,AR-01,E0006,部门经理,2025-08-07,approved
A000853,R000853,AR-01,E0005,部门经理,2025-12-28,approved
A000854,R000854,AR-01,E0002,部门经理,2025-11-04,approved
A000855,R000855,AR-01,E0004,部门经理,2025-01-27,approved
A000856,R000856,AR-01,E0005,部门经理,2025-09-11,approved
A000857,R000857,AR-01,E0005,部门经理,2026-01-14,approved
A000858,R000858,AR-01,E0005,部门经理,2025-06-01,approved
A000859,R000859,AR-01,E0006,部门经理,2025-10-06,approved
A000860,R000860,AR-01,E0009,部门经理,2025-02-21,approved
A000861,R000861,AR-01,E0006,部门经理,2025-03-31,approved
A000862,R000862,AR-01,E0001,部门经理,2025-09-09,approved
A000863,R000863,AR-01,E0005,部门经理,2026-01-07,approved
A000864,R000864,AR-01,E0010,部门经理,2025-09-19,approved
A000865,R000865,AR-01,E0004,部门经理,2025-04-14,approved
A000866,R000866,AR-01,E0006,部门经理,2026-01-11,approved
A000867,R000867,AR-01,E0006,部门经理,2025-10-24,approved
A000868,R000868,AR-01,E0002,部门经理,2025-08-21,approved
A000869,R000869,AR-01,E0002,部门经理,2025-11-16,approved
A000870,R000870,AR-01,E0005,部门经理,2025-05-15,approved
A000871,R000871,AR-01,E0004,部门经理,2025-06-12,approved
A000872,R000872,AR-01,E0009,部门经理,2025-12-09,approved
A000873,R000873,AR-01,E0010,部门经理,2026-01-10,approved
A000874,R000874,AR-01,E0006,部门经理,2025-04-08,approved
A000875,R000875,AR-01,E0006,部门经理,2026-01-14,approved
A000876,R000876,AR-02,E0006,部门经理,2025-05-20,approved
A000877,R000877,AR-01,E0001,部门经理,2025-11-06,approved
A000878,R000878,AR-01,E0006,部门经理,2025-03-12,approved
A000879,R000879,AR-01,E0001,部门经理,2025-07-06,approved
A000880,R000880,AR-01,E0007,部门经理,2025-02-02,approved
A000881,R000881,AR-01,E0001,部门经理,2025-04-10,approved
A000882,R000882,AR-01,E0006,部门经理,2025-12-17,approved
A000883,R000883,AR-01,E0009,部门经理,2025-06-28,approved
A000884,R000884,AR-01,E0002,部门经理,2025-01-14,approved
A000885,R000885,AR-01,E0008,部门经理,2025-08-06,approved
A000886,R000886,AR-01,E0004,部门经理,2025-09-20,approved
A000887,R000887,AR-01,E0001,部门经理,2025-11-28,approved
A000888,R000888,AR-01,E0005,部门经理,2026-01-06,approved
A000889,R000889,AR-01,E0005,部门经理,2025-05-08,approved
A000890,R000890,AR-01,E0008,部门经理,2025-04-27,approved
A000891,R000891,AR-01,E0006,部门经理,2025-11-20,approved
A000892,R000892,AR-01,E0007,部门经理,2026-01-11,approved
A000893,R000893,AR-01,E0004,部门经理,2025-07-13,approved
A000894,R000894,AR-01,E0004,部门经理,2025-09-30,approved
A000895,R000895,AR-01,E0006,部门经理,2026-01-11,approved
A000896,R000896,AR-01,E0004,部门经理,2025-12-19,approved
A000897,R000897,AR-01,E0004,部门经理,2025-09-01,approved
A000898,R000898,AR-01,E0003,部门经理,2025-09-17,approved
A000899,R000899,AR-01,E0001,部门经理,2025-04-10,approved
A000900,R000900,AR-01,E0004,部门经理,2025-11-30,approved
A000901,R000901,AR-01,E0004,部门经理,2025-12-05,approved
A000902,R000902,AR-01,E0005,部门经理,2025-08-13,approved
A000903,R000903,AR-01,E0006,部门经理,2025-03-05,approved
A000904,R000904,AR-01,E0004,部门经理,2025-06-07,approved
A000905,R000905,AR-01,E0004,部门经理,2025-02-27,approved
A000906,R000906,AR-01,E0006,部门经理,2025-07-04,approved
A000907,R000907,AR-01,E0004,部门经理,2026-01-01,approved
A000908,R000908,AR-01,E0002,部门经理,2025-10-04,approved
A000909,R000909,AR-01,E0009,部门经理,2025-09-09,approved
A000910,R000910,AR-01,E0009,部门经理,2025-07-22,approved
A000911,R000911,AR-01,E0008,部门经理,2025-04-04,approved
A000912,R000912,AR-01,E0001,部门经理,2025-12-28,approved
A000913,R000913,AR-01,E0005,部门经理,2025-11-18,approved
A000914,R000914,AR-01,E0008,部门经理,2025-07-22,approved
A000915,R000915,AR-01,E0004,部门经理,2026-01-01,approved
A000916,R000916,AR-01,E0006,部门经理,2025-04-18,approved
A000917,R000917,AR-01,E0001,部门经理,2026-01-13,approved
A000918,R000918,AR-01,E0001,部门经理,2025-06-12,approved
A000919,R000919,AR-01,E0006,部门经理,2025-10-29,approved
A000920,R000920,AR-01,E0007,部门经理,2025-11-01,approved
A000921,R000921,AR-01,E0006,部门经理,2025-02-12,approved
A000922,R000922,AR-01,E0005,部门经理,2026-01-01,approved
A000923,R000923,AR-01,E0007,部门经理,2026-01-05,approved
A000924,R000924,AR-01,E0005,部门经理,2025-03-31,approved
A000925,R000925,AR-01,E0008,部门经理,2025-05-13,approved
A000926,R000926,AR-01,E0002,部门经理,2025-08-06,approved
A000927,R000927,AR-01,E0008,部门经理,2025-06-05,approved
A000928,R000928,AR-01,E0006,部门经理,2025-12-25,approved
A000929,R000929,AR-01,E0006,部门经理,2025-12-16,approved
A000930,R000930,AR-01,E0006,部门经理,2025-08-07,approved
A000931,R000931,AR-01,E0004,部门经理,2025-07-30,approved
A000932,R000932,AR-01,E0007,部门经理,2026-01-11,approved
A000933,R000933,AR-01,E0002,部门经理,2025-11-22,approved
A000934,R000934,AR-01,E0005,部门经理,2026-01-13,approved
A000935,R000935,AR-01,E0008,部门经理,2025-11-27,approved
A000936,R000936,AR-01,E0004,部门经理,2025-03-17,approved
A000937,R000937,AR-01,E0006,部门经理,2025-03-15,approved
A000938,R000938,AR-01,E0005,部门经理,2025-11-27,approved
A000939,R000939,AR-01,E0008,部门经理,2025-08-13,approved
A000940,R000940,AR-01,E0006,部门经理,2025-11-05,approved
A000941,R000941,AR-01,E0002,部门经理,2025-03-19,approved
A000942,R000942,AR-01,E0005,部门经理,2026-01-03,approved
A000943,R000943,AR-01,E0008,部门经理,2025-04-07,approved
A000944,R000944,AR-01,E0004,部门经理,2026-01-04,approved
A000945,R000945,AR-01,E0010,部门经理,2025-09-26,approved
A000946,R000946,AR-01,E0009,部门经理,2025-08-26,approved
A000947,R000947,AR-01,E0001,部门经理,2025-10-09,approved
A000948,R000948,AR-01,E0008,部门经理,2025-07-13,approved
A000949,R000949,AR-01,E0001,部门经理,2025-12-09,approved
A000950,R000950,AR-01,E0004,部门经理,2025-01-27,approved
A000951,R000951,AR-01,E0007,部门经理,2025-07-18,approved
A000952,R000952,AR-01,E0005,部门经理,2025-12-28,approved
A000953,R000953,AR-01,E0006,部门经理,2026-01-09,approved
A000954,R000954,AR-01,E0005,部门经理,2025-11-28,approved
A000955,R000955,AR-01,E0004,部门经理,2025-12-24,approved
A000956,R000956,AR-01,E0005,部门经理,2025-03-23,approved
A000957,R000957,AR-01,E0009,部门经理,2025-08-28,approved
A000958,R000958,AR-01,E0005,部门经理,2026-01-13,approved
A000959,R000959,AR-01,E0003,部门经理,2025-06-18,approved
A000960,R000960,AR-01,E0006,部门经理,2025-06-13,approved
A000961,R000961,AR-01,E0009,部门经理,2025-04-09,approved
A000962,R000962,AR-01,E0006,部门经理,2025-05-23,approved
A000963,R000963,AR-01,E0010,部门经理,2025-06-18,approved
A000964,R000964,AR-01,E0003,部门经理,2025-10-22,approved
A000965,R000965,AR-01,E0004,部门经理,2025-07-26,approved
A000966,R000966,AR-01,E0004,部门经理,2025-12-19,approved
A000967,R000967,AR-01,E0009,部门经理,2025-11-15,approved
A000968,R000968,AR-01,E0009,部门经理,2025-09-03,approved
A000969,R000969,AR-01,E0006,部门经理,2025-12-12,approved
A000970,R000970,AR-01,E0010,部门经理,2025-12-26,approved
A000971,R000971,AR-01,E0004,部门经理,2025-12-29,approved
A000972,R000972,AR-01,E0006,部门经理,2025-07-29,approved
A000973,R000973,AR-01,E0005,部门经理,2025-07-16,approved
A000974,R000974,AR-01,E0008,部门经理,2025-03-22,approved
A000975,R000975,AR-01,E0005,部门经理,2026-01-08,approved
A000976,R000976,AR-01,E0010,部门经理,2025-07-04,approved
A000977,R000977,AR-01,E0005,部门经理,2025-10-19,approved
A000978,R000978,AR-01,E0007,部门经理,2025-05-03,approved
A000979,R000979,AR-01,E0001,部门经理,2025-08-28,approved
A000980,R000980,AR-01,E0007,部门经理,2025-09-01,approved
A000981,R000981,AR-01,E0001,部门经理,2025-12-25,approved
A000982,R000982,AR-01,E0006,部门经理,2025-02-25,approved
A000983,R000983,AR-01,E0006,部门经理,2025-03-10,approved
A000984,R000984,AR-01,E0006,部门经理,2025-03-26,approved
A000985,R000985,AR-01,E0004,部门经理,2025-04-22,approved
A000986,R000986,AR-01,E0010,部门经理,2025-12-11,approved
A000987,R000987,AR-01,E0004,部门经理,2025-09-30,approved
A000988,R000988,AR-01,E0001,部门经理,2025-12-31,approved
A000989,R000989,AR-01,E0001,部门经理,2025-07-04,approved
A000990,R000990,AR-01,E0003,部门经理,2025-07-23,approved
A000991,R000991,AR-01,E0009,部门经理,2026-01-04,approved
A000992,R000992,AR-01,E0005,部门经理,2025-07-13,approved
A000993,R000993,AR-01,E0009,部门经理,2025-03-05,approved
A000994,R000994,AR-01,E0001,部门经理,2025-12-12,approved
A000995,R000995,AR-01,E0010,部门经理,2025-11-15,approved
A000996,R000996,AR-01,E0003,部门经理,2025-07-06,approved
A000997,R000997,AR-01,E0004,部门经理,2025-08-28,approved
A000998,R000998,AR-01,E0008,部门经理,2025-08-07,approved
A000999,R000999,AR-01,E0002,部门经理,2025-07-28,approved
A001000,R001000,AR-01,E0004,部门经理,2025-11-11,approved
A001001,R001001,AR-01,E0007,部门经理,2025-07-11,approved
A001002,R001002,AR-01,E0004,部门经理,2025-04-14,approved
A001003,R001003,AR-01,E0002,部门经理,2026-01-05,approved
A001004,R001004,AR-01,E0003,部门经理,2025-05-14,approved
A001005,R001005,AR-01,E0008,部门经理,2025-08-22,approved
A001006,R001006,AR-01,E0005,部门经理,2026-01-01,approved
A001007,R001007,AR-01,E0005,部门经理,2025-03-15,approved
A001008,R001008,AR-01,E0004,部门经理,2025-04-24,approved
A001009,R001009,AR-01,E0005,部门经理,2025-12-13,approved
A001010,R001010,AR-01,E0010,部门经理,2026-01-06,approved
A001011,R001011,AR-01,E0005,部门经理,2025-07-22,approved
A001012,R001012,AR-01,E0004,部门经理,2025-08-03,approved
A001013,R001013,AR-01,E0006,部门经理,2025-10-28,approved
A001014,R001014,AR-01,E0001,部门经理,2025-03-31,approved
A001015,R001015,AR-01,E0006,部门经理,2025-10-04,approved
A001016,R001016,AR-01,E0001,部门经理,2025-03-22,approved
A001017,R001017,AR-01,E0001,部门经理,2025-12-15,approved
A001018,R001018,AR-01,E0002,部门经理,2025-12-29,approved
A001019,R001019,AR-01,E0002,部门经理,2025-09-18,approved
A001020,R001020,AR-02,E0010,部门经理,2025-03-14,approved
A001021,R001021,AR-01,E0004,部门经理,2025-10-29,approved
A001022,R001022,AR-01,E0008,部门经理,2025-01-12,approved
A001023,R001023,AR-01,E0005,部门经理,2025-08-16,approved
A001024,R001024,AR-01,E0007,部门经理,2025-12-24,approved
A001025,R001025,AR-01,E0006,部门经理,2026-01-07,approved
A001026,R001026,AR-01,E0005,部门经理,2025-11-19,approved
A001027,R001027,AR-01,E0004,部门经理,2025-06-20,approved
A001028,R001028,AR-01,E0006,部门经理,2025-05-14,approved
A001029,R001029,AR-01,E0002,部门经理,2025-07-12,approved
A001030,R001030,AR-01,E0002,部门经理,2025-04-14,approved
A001031,R001031,AR-01,E0001,部门经理,2025-09-02,approved
A001032,R001032,AR-01,E0001,部门经理,2025-06-17,approved
A001033,R001033,AR-01,E0006,部门经理,2025-11-12,approved
A001034,R001034,AR-01,E0006,部门经理,2025-12-04,approved
A001035,R001035,AR-01,E0006,部门经理,2025-06-03,approved
A001036,R001036,AR-01,E0002,部门经理,2025-03-15,approved
A001037,R001037,AR-01,E0001,部门经理,2025-11-08,approved
A001038,R001038,AR-01,E0005,部门经理,2025-12-12,approved
A001039,R001039,AR-01,E0004,部门经理,2026-01-01,approved
A001040,R001040,AR-01,E0006,部门经理,2025-06-23,approved
A001041,R001041,AR-01,E0005,部门经理,2026-01-02,approved
A001042,R001042,AR-01,E0006,部门经理,2025-05-24,approved
A001043,R001043,AR-01,E0006,部门经理,2025-12-15,approved
A001044,R001044,AR-01,E0008,部门经理,2025-08-08,approved
A001045,R001045,AR-01,E0004,部门经理,2025-04-08,approved
A001046,R001046,AR-01,E0008,部门经理,2026-01-11,approved
A001047,R001047,AR-01,E0001,部门经理,2025-04-08,approved
A001048,R001048,AR-01,E0009,部门经理,2025-07-28,approved
A001049,R001049,AR-01,E0003,部门经理,2026-01-14,approved
A001050,R001050,AR-01,E0009,部门经理,2025-05-03,approved
A001051,R001051,AR-01,E0001,部门经理,2025-10-21,approved
A001052,R001052,AR-01,E0008,部门经理,2025-10-01,approved
A001053,R001053,AR-01,E0007,部门经理,2025-12-31,approved
A001054,R001054,AR-01,E0004,部门经理,2025-12-10,approved
A001055,R001055,AR-01,E0002,部门经理,2025-04-21,approved
A001056,R001056,AR-01,E0005,部门经理,2025-12-03,approved
A001057,R001057,AR-01,E0004,部门经理,2025-12-27,approved
A001058,R001058,AR-01,E0006,部门经理,2025-07-18,approved
A001059,R001059,AR-01,E0007,部门经理,2025-05-27,approved
A001060,R001060,AR-01,E0005,部门经理,2025-08-15,approved
A001061,R001061,AR-01,E0005,部门经理,2025-09-10,approved
A001062,R001062,AR-01,E0007,部门经理,2025-12-02,approved
A001063,R001063,AR-01,E0005,部门经理,2025-10-22,approved
A001064,R001064,AR-01,E0007,部门经理,2025-08-03,approved
A001065,R001065,AR-01,E0007,部门经理,2026-01-05,approved
A001066,R001066,AR-01,E0004,部门经理,2026-01-15,approved
A001067,R001067,AR-01,E0006,部门经理,2025-03-05,approved
A001068,R001068,AR-01,E0003,部门经理,2025-10-16,approved
A001069,R001069,AR-01,E0008,部门经理,2025-03-09,approved
A001070,R001070,AR-01,E0003,部门经理,2025-04-01,approved
A001071,R001071,AR-01,E0002,部门经理,2025-03-27,approved
A001072,R001072,AR-01,E0009,部门经理,2025-06-28,approved
A001073,R001073,AR-01,E0006,部门经理,2025-10-13,approved
A001074,R001074,AR-01,E0002,部门经理,2025-12-05,approved
A001075,R001075,AR-01,E0008,部门经理,2025-01-21,approved
A001076,R001076,AR-01,E0002,部门经理,2026-01-04,approved
A001077,R001077,AR-01,E0005,部门经理,2025-03-15,approved
A001078,R001078,AR-01,E0002,部门经理,2025-06-04,approved
A001079,R001079,AR-01,E0004,部门经理,2025-11-18,approved
A001080,R001080,AR-01,E0001,部门经理,2025-12-25,approved
A001081,R001081,AR-01,E0008,部门经理,2025-10-22,approved
A001082,R001082,AR-01,E0001,部门经理,2025-03-16,approved
A001083,R001083,AR-01,E0001,部门经理,2025-09-08,approved
A001084,R001084,AR-01,E0006,部门经理,2025-01-18,approved
A001085,R001085,AR-01,E0005,部门经理,2025-06-07,approved
A001086,R001086,AR-01,E0007,部门经理,2025-12-11,approved
A001087,R001087,AR-01,E0005,部门经理,2025-12-26,approved
A001088,R001088,AR-01,E0002,部门经理,2026-01-07,approved
A001089,R001089,AR-01,E0009,部门经理,2025-08-16,approved
A001090,R001090,AR-01,E0001,部门经理,2026-01-12,approved
A001091,R001091,AR-01,E0009,部门经理,2025-09-29,approved
A001092,R001092,AR-01,E0008,部门经理,2025-10-30,approved
A001093,R001093,AR-01,E0004,部门经理,2025-05-13,approved
A001094,R001094,AR-01,E0006,部门经理,2025-08-18,approved
A001095,R001095,AR-01,E0006,部门经理,2025-05-08,approved
A001096,R001096,AR-01,E0010,部门经理,2025-08-30,approved
A001097,R001097,AR-01,E0005,部门经理,2025-05-04,approved
A001098,R001098,AR-01,E0006,部门经理,2025-08-19,approved
A001099,R001099,AR-01,E0006,部门经理,2026-01-03,approved
A001100,R001100,AR-01,E0006,部门经理,2025-05-22,approved
A001101,R001101,AR-01,E0002,部门经理,2025-10-22,approved
A001102,R001102,AR-01,E0006,部门经理,2025-07-22,approved
A001103,R001103,AR-01,E0006,部门经理,2025-09-18,approved
A001104,R001104,AR-01,E0005,部门经理,2025-05-15,approved
A001105,R001105,AR-01,E0004,部门经理,2025-12-23,approved
A001106,R001106,AR-01,E0008,部门经理,2025-11-21,approved
A001107,R001107,AR-01,E0008,部门经理,2025-08-04,approved
A001108,R001108,AR-01,E0005,部门经理,2026-01-01,approved
A001109,R001109,AR-01,E0001,部门经理,2025-06-02,approved
A001110,R001110,AR-01,E0004,部门经理,2025-08-16,approved
A001111,R001111,AR-01,E0003,部门经理,2025-04-22,approved
A001112,R001112,AR-01,E0007,部门经理,2025-05-16,approved
A001113,R001113,AR-01,E0004,部门经理,2025-12-08,approved
A001114,R001114,AR-01,E0006,部门经理,2025-05-16,approved
A001115,R001115,AR-01,E0002,部门经理,2025-12-28,approved
A001116,R001116,AR-01,E0002,部门经理,2026-01-07,approved
A001117,R001117,AR-01,E0006,部门经理,2026-01-12,approved
A001118,R001118,AR-01,E0006,部门经理,2025-04-19,approved
A001119,R001119,AR-01,E0008,部门经理,2025-09-30,approved
A001120,R001120,AR-01,E0007,部门经理,2025-07-11,approved
A001121,R001121,AR-01,E0006,部门经理,2025-12-05,approved
A001122,R001122,AR-01,E0007,部门经理,2025-04-16,approved
A001123,R001123,AR-01,E0008,部门经理,2025-11-20,approved
A001124,R001124,AR-01,E0004,部门经理,2026-01-05,approved
A001125,R001125,AR-01,E0004,部门经理,2025-02-21,approved
A001126,R001126,AR-01,E0002,部门经理,2025-07-29,approved
A001127,R001127,AR-01,E0006,部门经理,2025-03-14,approved
A001128,R001128,AR-01,E0010,部门经理,2025-07-26,approved
A001129,R001129,AR-01,E0002,部门经理,2025-01-29,approved
A001130,R001130,AR-01,E0004,部门经理,2025-06-27,approved
A001131,R001131,AR-01,E0007,部门经理,2026-01-04,approved
A001132,R001132,AR-01,E0005,部门经理,2026-01-10,approved
A001133,R001133,AR-01,E0005,部门经理,2025-05-27,approved
A001134,R001134,AR-01,E0008,部门经理,2025-03-07,approved
A001135,R001135,AR-01,E0006,部门经理,2025-03-01,approved
A001136,R001136,AR-01,E0004,部门经理,2026-01-01,approved
A001137,R001137,AR-01,E0004,部门经理,2025-09-28,approved
A001138,R001138,AR-01,E0001,部门经理,2025-04-18,approved
A001139,R001139,AR-01,E0004,部门经理,2025-12-27,approved
A001140,R001140,AR-01,E0006,部门经理,2025-10-07,approved
A001141,R001141,AR-01,E0002,部门经理,2025-03-02,approved
A001142,R001142,AR-01,E0006,部门经理,2025-10-07,approved
A001143,R001143,AR-01,E0009,部门经理,2026-01-02,approved
A001144,R001144,AR-01,E0003,部门经理,2025-04-06,approved
A001145,R001145,AR-01,E0002,部门经理,2025-07-25,approved
A001146,R001146,AR-01,E0007,部门经理,2025-08-22,approved
A001147,R001147,AR-01,E0007,部门经理,2025-01-26,approved
A001148,R001148,AR-01,E0007,部门经理,2025-07-06,approved
A001149,R001149,AR-01,E0001,部门经理,2025-09-08,approved
A001150,R001150,AR-01,E0009,部门经理,2025-02-20,approved
A001151,R001151,AR-01,E0006,部门经理,2025-06-22,approved
A001152,R001152,AR-01,E0006,部门经理,2025-06-20,approved
A001153,R001153,AR-01,E0008,部门经理,2025-10-02,approved
A001154,R001154,AR-01,E0004,部门经理,2025-04-27,approved
A001155,R001155,AR-01,E0004,部门经理,2025-10-13,approved
A001156,R001156,AR-01,E0004,部门经理,2025-12-02,approved
A001157,R001157,AR-01,E0004,部门经理,2026-01-02,approved
A001158,R001158,AR-01,E0003,部门经理,2025-04-22,approved
A001159,R001159,AR-01,E0007,部门经理,2025-03-03,approved
A001160,R001160,AR-02,E0002,部门经理,2025-12-08,approved
A001161,R001161,AR-01,E0004,部门经理,2025-12-30,approved
A001162,R001162,AR-01,E0006,部门经理,2026-01-02,approved
A001163,R001163,AR-01,E0004,部门经理,2025-01-20,approved
A001164,R001164,AR-01,E0008,部门经理,2026-01-05,approved
A001165,R001165,AR-01,E0006,部门经理,2025-03-20,approved
A001166,R001166,AR-01,E0005,部门经理,2025-04-16,approved
A001167,R001167,AR-01,E0008,部门经理,2025-07-21,approved
A001168,R001168,AR-01,E0008,部门经理,2025-08-05,approved
A001169,R001169,AR-01,E0008,部门经理,2025-07-10,approved
A001170,R001170,AR-01,E0005,部门经理,2025-08-09,approved
A001171,R001171,AR-01,E0004,部门经理,2025-06-07,approved
A001172,R001172,AR-01,E0008,部门经理,2025-08-31,approved
A001173,R001173,AR-01,E0003,部门经理,2025-06-04,approved
A001174,R001174,AR-01,E0006,部门经理,2025-04-09,approved
A001175,R001175,AR-01,E0001,部门经理,2025-05-05,approved
A001176,R001176,AR-01,E0008,部门经理,2025-02-27,approved
A001177,R001177,AR-01,E0007,部门经理,2025-03-27,approved
A001178,R001178,AR-01,E0002,部门经理,2025-05-25,approved
A001179,R001179,AR-01,E0004,部门经理,2025-03-16,approved
A001180,R001180,AR-01,E0009,部门经理,2025-07-18,approved
A001181,R001181,AR-01,E0002,部门经理,2025-06-23,approved
A001182,R001182,AR-01,E0006,部门经理,2025-03-25,approved
A001183,R001183,AR-01,E0007,部门经理,2025-09-30,approved
A001184,R001184,AR-01,E0001,部门经理,2025-02-15,approved
A001185,R001185,AR-01,E0004,部门经理,2025-03-24,approved
A001186,R001186,AR-01,E0002,部门经理,2025-12-21,approved
A001187,R001187,AR-01,E0004,部门经理,2025-04-29,approved
A001188,R001188,AR-01,E0007,部门经理,2025-04-02,approved
A001189,R001189,AR-01,E0010,部门经理,2025-12-05,approved
A001190,R001190,AR-01,E0007,部门经理,2026-01-14,approved
A001191,R001191,AR-01,E0004,部门经理,2025-06-27,approved
A001192,R001192,AR-01,E0005,部门经理,2025-10-02,approved
A001193,R001193,AR-01,E0002,部门经理,2025-06-14,approved
A001194,R001194,AR-01,E0006,部门经理,2026-01-11,approved
A001195,R001195,AR-02,E0005,部门经理,2025-03-25,approved
A001196,R001196,AR-01,E0007,部门经理,2025-07-07,approved
A001197,R001197,AR-01,E0001,部门经理,2025-11-15,approved
A001198,R001198,AR-01,E0004,部门经理,2025-12-17,approved
A001199,R001199,AR-01,E0009,部门经理,2025-12-17,approved
A001200,R001200,AR-01,E0006,部门经理,2025-09-17,approved
A001201,R001201,AR-01,E0006,部门经理,2025-02-14,approved
A001202,R001202,AR-01,E0006,部门经理,2025-09-06,approved
A001203,R001203,AR-01,E0006,部门经理,2025-08-01,approved
A001204,R001204,AR-01,E0001,部门经理,2025-12-18,approved
A001205,R001205,AR-01,E0005,部门经理,2026-01-04,approved
A001206,R001206,AR-01,E0002,部门经理,2025-04-07,approved
A001207,R001207,AR-01,E0006,部门经理,2025-03-11,approved
A001208,R001208,AR-01,E0002,部门经理,2025-03-29,approved
A001209,R001209,AR-01,E0001,部门经理,2025-04-27,approved
A001210,R001210,AR-02,E0006,部门经理,2025-12-10,approved
A001211,R001211,AR-01,E0001,部门经理,2025-03-05,approved
A001212,R001212,AR-01,E0005,部门经理,2025-12-22,approved
A001213,R001213,AR-01,E0005,部门经理,2025-07-10,approved
A001214,R001214,AR-01,E0007,部门经理,2025-10-12,approved
A001215,R001215,AR-01,E0001,部门经理,2025-01-12,approved
A001216,R001216,AR-01,E0010,部门经理,2025-08-05,approved
A001217,R001217,AR-01,E0005,部门经理,2025-02-17,approved
A001218,R001218,AR-01,E0006,部门经理,2025-04-14,approved
A001219,R001219,AR-02,E0008,部门经理,2026-01-04,approved
A001220,R001220,AR-01,E0007,部门经理,2025-03-16,approved
A001221,R001221,AR-01,E0005,部门经理,2025-12-17,approved
A001222,R001222,AR-01,E0007,部门经理,2025-05-02,approved
