record_id,record_no,employee_id,department_id,expense_date,reimburse_date,expense_type,amount,reason,invoice_id,status,city_tier,nights,days,participants,budget_year,special_approval
R000905,BX2025000905,E0062,D004,2025-01-09,2025-02-27,communication,202.33,清源项目沟通通讯费,INV000905,approved,,,,,2025,0
R000906,BX2025000906,E0070,D006,2025-06-17,2025-07-04,business_entertainment,850.41,云帆需求沟通招待费,INV000906,approved,,,,4,2025,0
R000907,BX2025000907,E0023,D004,2025-11-26,2026-01-01,office_supplies,247.26,研究所文件夹和标签耗材费,INV000907,approved,,,,,2025,0
R000908,BX2025000908,E0069,D002,2025-09-14,2025-10-04,business_entertainment,1224.94,合肥业务拜访工作餐费,INV000908,approved,,,,6,2025,0
R000909,BX2025000909,E0047,D009,2025-09-05,2025-09-09,local_transport,134.28,财务管理部外勤走访市内交通费,INV000909,approved,A,,2,,2025,0
R000910,BX2025000910,E0014,D009,2025-07-09,2025-07-22,business_entertainment,589.41,上海渠道沟通工作餐费,INV000910,approved,,,,3,2025,0
R000911,BX2025000911,E0050,D008,2025-02-20,2025-04-04,local_transport,222.82,上海客户服务交通费,INV000911,approved,A,,2,,2025,0
R000912,BX2025000912,E0074,D001,2025-11-19,2025-12-28,office_supplies,447.72,部门共用办公用品费,INV000912,approved,,,,,2025,0
R000913,BX2025000913,E0032,D005,2025-10-26,2025-11-18,local_transport,380.54,分支机构培训支持交通费,INV000913,approved,B,,4,,2025,0
R000914,BX2025000914,E0020,D008,2025-06-02,2025-07-22,business_entertainment,1313.02,澄江需求沟通招待费,INV000914,approved,,,,5,2025,0
R000915,BX2025000915,E0055,D004,2025-12-21,2026-01-01,training_fee,2404.02,星河相关专业能力培训费,INV000915,approved,,,,,2025,0
R000916,BX2025000916,E0049,D006,2025-04-14,2025-04-18,training_fee,1737.26,新制度宣贯运营规范培训费,INV000916,approved,,,,,2025,0
R000917,BX2025000917,E0074,D001,2025-12-14,2026-01-13,business_entertainment,1306.01,云帆需求沟通招待费,INV000917,approved,,,,6,2025,0
R000918,BX2025000918,E0074,D001,2025-05-30,2025-06-12,local_transport,260.75,赴客户现场办理启明事项交通费,INV000918,approved,B,,3,,2025,0
R000919,BX2025000919,E0065,D006,2025-09-08,2025-10-29,travel_lodging,701.13,青竹现场审阅底稿住宿费,INV000919,approved,B,2,,,2025,0
R000920,BX2025000920,E0030,D007,2025-09-22,2025-11-01,office_supplies,297.25,业务会议用品费,INV000920,approved,,,,,2025,0
R000921,BX2025000921,E0051,D006,2025-01-24,2025-02-12,communication,224.93,运营管理部值班联络通讯费,INV000921,approved,,,,,2025,0
R000922,BX2025000922,E0035,D005,2025-12-14,2026-01-01,communication,272.87,北辰资料确认通讯费,INV000922,approved,,,,,2025,0
R000923,BX2025000923,E0030,D007,2025-12-28,2026-01-05,travel_lodging,619.03,杭州澄江路演支持住宿费,INV000923,approved,B,1,,,2025,0
R000924,BX2025000924,E0035,D005,2025-03-04,2025-03-31,training_fee,2834.59,合规要求项目管理学习费,INV000924,approved,,,,,2025,0
R000925,BX2025000925,E0016,D008,2025-03-23,2025-05-13,communication,190.95,客户服务电话通讯费,INV000925,approved,,,,,2025,0
R000926,BX2025000926,E0079,D002,2025-08-02,2025-08-06,communication,142.47,上海外勤期间通讯费,INV000926,approved,,,,,2025,0
R000927,BX2025000927,E0042,D008,2025-06-02,2025-06-05,travel_lodging,1458.23,分支机构走访赴杭州住宿费,INV000927,approved,B,3,,,2025,0
R000928,BX2025000928,E0044,D006,2025-11-22,2025-12-25,local_transport,81.08,项目底稿交接交通费,INV000928,approved,B,,1,,2025,0
R000929,BX2025000929,E0019,D006,2025-12-13,2025-12-16,travel_lodging,523.54,云帆材料访谈期间住宿费,INV000929,approved,A,1,,,2025,0
R000930,BX2025000930,E0065,D006,2025-06-18,2025-08-07,communication,217.51,青竹进度跟踪通讯费,INV000930,approved,,,,,2025,0
R000931,BX2025000931,E0015,D004,2025-06-25,2025-07-30,local_transport,50.59,参加合肥业务会议市内交通费,INV000931,approved,C,,1,,2025,0
R000932,BX2025000932,E0075,D007,2025-12-31,2026-01-11,local_transport,99.2,上海远航项目市内交通费,INV000932,approved,A,,1,,2025,0
R000933,BX2025000933,E0021,D002,2025-11-17,2025-11-22,communication,107.23,客户服务电话通讯费,INV000933,approved,,,,,2025,0
R000934,BX2025000934,E0035,D005,2025-12-06,2026-01-13,travel_lodging,472.09,机构业务部例行检查赴上海住宿费,INV000934,approved,A,1,,,2025,0
R000935,BX2025000935,E0016,D008,2025-11-06,2025-11-27,training_fee,2946.74,合规风控部专业技能培训费,INV000935,approved,,,,,2025,0
R000936,BX2025000936,E0038,D004,2025-03-03,2025-03-17,business_entertainment,1016.14,杭州渠道沟通工作餐费,INV000936,approved,,,,4,2025,0
R000937,BX2025000937,E0049,D006,2025-01-19,2025-03-15,travel_lodging,868.68,运营管理部跨部门协同赴杭州住宿费,INV000937,approved,B,3,,,2025,0
R000938,BX2025000938,E0041,D005,2025-11-19,2025-11-27,communication,176.21,机构业务部客户维护通讯费,INV000938,approved,,,,,2025,0
R000939,BX2025000939,E0037,D008,2025-07-29,2025-08-13,training_fee,1425.89,合规风控部员工合规实务培训费,INV000939,approved,,,,,2025,0
R000940,BX2025000940,E0060,D006,2025-11-01,2025-11-05,travel_lodging,551.7,监管沟通事项赴杭州住宿费,INV000940,approved,B,2,,,2025,0
R000941,BX2025000941,E0079,D002,2025-01-22,2025-03-19,local_transport,83.99,启明现场支持交通费,INV000941,approved,A,,1,,2025,0
R000942,BX2025000942,E0032,D005,2025-12-14,2026-01-03,travel_lodging,651.45,云帆现场审阅底稿住宿费,INV000942,approved,A,2,,,2025,0
R000943,BX2025000943,E0037,D008,2025-02-06,2025-04-07,business_entertainment,348.08,清源合同沟通招待费,INV000943,approved,,,,2,2025,0
R000944,BX2025000944,E0077,D004,2025-12-17,2026-01-04,local_transport,79.85,客户访谈期间市内交通包干,INV000944,approved,B,,1,,2025,0
R000945,BX2025000945,E0053,D010,2025-09-14,2025-09-26,communication,224.62,人力资源部值班联络通讯费,INV000945,approved,,,,,2025,0
R000946,BX2025000946,E0028,D009,2025-08-14,2025-08-26,training_fee,1736.24,财务管理部信息安全学习费用,INV000946,approved,,,,,2025,0
R000947,BX2025000947,E0074,D001,2025-09-08,2025-10-09,travel_lodging,536.89,监管沟通事项赴杭州住宿费,INV000947,approved,B,2,,,2025,0
R000948,BX2025000948,E0037,D008,2025-06-25,2025-07-13,local_transport,246.5,杭州客户服务交通费,INV000948,approved,B,,3,,2025,0
R000949,BX2025000949,E0074,D001,2025-11-26,2025-12-09,business_entertainment,487.53,投资银行部客户活动接待费,INV000949,approved,,,,2,2025,0
R000950,BX2025000950,E0063,D004,2025-01-12,2025-01-27,local_transport,221.62,研究所跨部门沟通交通费,INV000950,approved,B,,4,,2025,0
R000951,BX2025000951,E0027,D007,2025-06-28,2025-07-18,local_transport,100.68,杭州材料补充交通费,INV000951,approved,B,,2,,2025,0
R000952,BX2025000952,E0032,D005,2025-12-26,2025-12-28,communication,185.66,机构业务部值班联络通讯费,INV000952,approved,,,,,2025,0
R000953,BX2025000953,E0070,D006,2025-12-05,2026-01-09,local_transport,94.49,上海远航项目市内交通费,INV000953,approved,A,,1,,2025,0
R000954,BX2025000954,E0018,D005,2025-10-01,2025-11-28,training_fee,2309.34,合肥项目管理外部培训费,INV000954,approved,,,,,2025,0
R000955,BX2025000955,E0063,D004,2025-12-17,2025-12-24,business_entertainment,277.51,上海项目路演接待费,INV000955,approved,,,,2,2025,0
R000956,BX2025000956,E0072,D005,2025-03-13,2025-03-23,office_supplies,346.14,远航会议材料打印用品费,INV000956,approved,,,,,2025,0
R000957,BX2025000957,E0028,D009,2025-07-10,2025-08-28,local_transport,91.71,杭州清源项目市内交通费,INV000957,approved,B,,1,,2025,0
R000958,BX2025000958,E0043,D005,2025-11-28,2026-01-13,business_entertainment,830.22,机构业务部客户活动接待费,INV000958,approved,,,,5,2025,0
R000959,BX2025000959,E0029,D003,2025-05-27,2025-06-18,training_fee,2811.75,业务规范项目管理课程费,INV000959,approved,,,,,2025,0
R000960,BX2025000960,E0019,D006,2025-05-04,2025-06-13,office_supplies,241.17,业务会议用品费,INV000960,approved,,,,,2025,0
R000961,BX2025000961,E0014,D009,2025-03-20,2025-04-09,travel_lodging,852.51,上海星河路演支持住宿费,INV000961,approved,A,2,,,2025,0
R000962,BX2025000962,E0065,D006,2025-04-20,2025-05-23,office_supplies,490.21,运营管理部文件夹和标签耗材费,INV000962,approved,,,,,2025,0
R000963,BX2025000963,E0036,D010,2025-05-18,2025-06-18,business_entertainment,1589.12,机构客户会议工作餐费,INV000963,approved,,,,6,2025,0
R000964,BX2025000964,E0066,D003,2025-09-28,2025-10-22,travel_lodging,498.02,财富管理部例行检查赴合肥住宿费,INV000964,approved,C,2,,,2025,0
R000965,BX2025000965,E0063,D004,2025-07-23,2025-07-26,training_fee,2516.73,新制度宣贯信息安全培训费,INV000965,approved,,,,,2025,0
R000966,BX2025000966,E0026,D004,2025-11-20,2025-12-19,travel_lodging,295.91,研究所星河现场核查住宿费,INV000966,approved,A,1,,,2025,0
R000967,BX2025000967,E0047,D009,2025-10-12,2025-11-15,business_entertainment,761.62,杭州项目路演接待费,INV000967,approved,,,,4,2025,0
R000968,BX2025000968,E0080,D009,2025-09-01,2025-09-03,local_transport,114.07,上海清源项目市内交通费,INV000968,approved,A,,1,,2025,0
R000969,BX2025000969,E0059,D006,2025-11-15,2025-12-12,business_entertainment,443.73,北辰资料确认工作餐费,INV000969,approved,,,,3,2025,0
R000970,BX2025000970,E0036,D010,2025-12-13,2025-12-26,training_fee,2947.2,新制度宣贯信息安全培训费,INV000970,approved,,,,,2025,0
R000971,BX2025000971,E0038,D004,2025-12-01,2025-12-29,business_entertainment,742.37,机构客户会议工作餐费,INV000971,approved,,,,3,2025,0
R000972,BX2025000972,E0059,D006,2025-06-25,2025-07-29,local_transport,75.57,上海客户服务交通费,INV000972,approved,A,,1,,2025,0
R000973,BX2025000973,E0072,D005,2025-05-31,2025-07-16,communication,121.05,运营联系通讯费,INV000973,approved,,,,,2025,0
R000974,BX2025000974,E0050,D008,2025-02-24,2025-03-22,training_fee,1273.59,合规风控部信息安全学习费用,INV000974,approved,,,,,2025,0
R000975,BX2025000975,E0048,D005,2025-11-24,2026-01-08,local_transport,62.56,上海远航项目市内交通费,INV000975,approved,A,,1,,2025,0
R000976,BX2025000976,E0036,D010,2025-05-22,2025-07-04,office_supplies,389.02,部门共用办公用品费,INV000976,approved,,,,,2025,0
R000977,BX2025000977,E0018,D005,2025-09-25,2025-10-19,office_supplies,444.55,远航资料袋采购费,INV000977,approved,,,,,2025,0
R000978,BX2025000978,E0075,D007,2025-04-25,2025-05-03,business_entertainment,451.74,客户回访业务招待费,INV000978,approved,,,,3,2025,0
R000979,BX2025000979,E0074,D001,2025-07-21,2025-08-28,communication,157.57,客户服务电话通讯费,INV000979,approved,,,,,2025,0
R000980,BX2025000980,E0027,D007,2025-07-19,2025-09-01,travel_lodging,993.66,清源客户拜访行程住宿费,INV000980,approved,C,2,,,2025,0
R000981,BX2025000981,E0045,D001,2025-12-09,2025-12-25,business_entertainment,656.07,机构客户会议工作餐费,INV000981,approved,,,,4,2025,0
R000982,BX2025000982,E0059,D006,2025-01-06,2025-02-25,business_entertainment,1283.29,运营管理部合作机构接待费,INV000982,approved,,,,5,2025,0
R000983,BX2025000983,E0049,D006,2025-02-09,2025-03-10,business_entertainment,320.42,重点客户维护业务招待费,INV000983,approved,,,,2,2025,0
R000984,BX2025000984,E0019,D006,2025-03-19,2025-03-26,office_supplies,366.92,青竹现场办公用品费,INV000984,approved,,,,,2025,0
R000985,BX2025000985,E0026,D004,2025-03-30,2025-04-22,training_fee,1774.4,运营规范投行业务课程费,INV000985,approved,,,,,2025,0
R000986,BX2025000986,E0036,D010,2025-12-04,2025-12-11,office_supplies,413.22,人力资源部文件夹和标签耗材费,INV000986,approved,,,,,2025,0
R000987,BX2025000987,E0063,D004,2025-09-07,2025-09-30,communication,251.16,分支机构协调通讯费,INV000987,approved,,,,,2025,0
R000988,BX2025000988,E0046,D001,2025-12-07,2025-12-31,travel_lodging,266.65,投资银行部跨部门协同赴上海住宿费,INV000988,approved,A,1,,,2025,0
R000989,BX2025000989,E0067,D001,2025-06-08,2025-07-04,travel_lodging,486.37,客户服务事项赴上海出差住宿费,INV000989,approved,A,1,,,2025,0
R000990,BX2025000990,E0052,D003,2025-07-06,2025-07-23,training_fee,1960.02,财富管理部客户服务学习费用,INV000990,approved,,,,,2025,0
R000991,BX2025000991,E0014,D009,2025-12-17,2026-01-04,business_entertainment,1884.07,上海渠道沟通工作餐费,INV000991,approved,,,,7,2025,0
R000992,BX2025000992,E0018,D005,2025-07-07,2025-07-13,business_entertainment,917.63,远航合作事项接待费,INV000992,approved,,,,5,2025,0
R000993,BX2025000993,E0014,D009,2025-01-23,2025-03-05,local_transport,196.47,上海启明项目市内交通费,INV000993,approved,A,,2,,2025,0
R000994,BX2025000994,E0054,D001,2025-11-26,2025-12-12,training_fee,2955.55,云帆专项知识培训费,INV000994,approved,,,,,2025,0
R000995,BX2025000995,E0053,D010,2025-11-14,2025-11-15,business_entertainment,637.34,客户回访业务招待费,INV000995,approved,,,,3,2025,0
R000996,BX2025000996,E0017,D003,2025-05-22,2025-07-06,travel_lodging,476.1,监管沟通事项赴杭州住宿费,INV000996,approved,B,1,,,2025,0
R000997,BX2025000997,E0077,D004,2025-07-06,2025-08-28,travel_lodging,1259.56,研究所跨部门协同赴上海住宿费,INV000997,approved,A,4,,,2025,0
R000998,BX2025000998,E0050,D008,2025-07-29,2025-08-07,business_entertainment,1000.03,合规风控部客户活动接待费,INV000998,approved,,,,4,2025,0
R000999,BX2025000999,E0021,D002,2025-06-19,2025-07-28,communication,135.22,北辰资料确认通讯费,INV000999,approved,,,,,2025,0
R001000,BX2025001000,E0026,D004,2025-10-15,2025-11-11,local_transport,65.79,杭州清源项目市内交通费,INV001000,approved,B,,1,,2025,0
R001001,BX2025001001,E0075,D007,2025-06-28,2025-07-11,communication,135.32,远航项目沟通通讯费,INV001001,approved,,,,,2025,0
R001002,BX2025001002,E0038,D004,2025-03-17,2025-04-14,office_supplies,193.77,青竹展示材料耗材费,INV001002,approved,,,,,2025,0
R001003,BX2025001003,E0079,D002,2025-12-29,2026-01-05,business_entertainment,1836.01,固定收益部合作伙伴会谈招待费,INV001003,approved,,,,7,2025,0
R001004,BX2025001004,E0052,D003,2025-03-26,2025-05-14,office_supplies,380.63,清源会议材料打印用品费,INV001004,approved,,,,,2025,0
R001005,BX2025001005,E0016,D008,2025-08-08,2025-08-22,office_supplies,337.89,北辰现场办公用品费,INV001005,approved,,,,,2025,0
R001006,BX2025001006,E0056,D005,2025-12-22,2026-01-01,communication,219.43,清源跨部门协作通讯费,INV001006,approved,,,,,2025,0
R001007,BX2025001007,E0041,D005,2025-02-18,2025-03-15,local_transport,187.92,启明资料递送交通费,INV001007,approved,B,,2,,2025,0
R001008,BX2025001008,E0064,D004,2025-03-10,2025-04-24,training_fee,1313.57,运营规范风险识别课程费,INV001008,approved,,,,,2025,0
R001009,BX2025001009,E0032,D005,2025-11-18,2025-12-13,travel_lodging,308.95,青竹专项访谈住宿费,INV001009,approved,A,1,,,2025,0
R001010,BX2025001010,E0071,D010,2025-11-12,2026-01-06,communication,278.16,北辰跨部门协作通讯费,INV001010,approved,,,,,2025,0
R001011,BX2025001011,E0048,D005,2025-05-31,2025-07-22,business_entertainment,486.05,客户服务改进沟通餐费,INV001011,approved,,,,2,2025,0
R001012,BX2025001012,E0063,D004,2025-07-07,2025-08-03,travel_lodging,523.12,研究所跨部门协同赴上海住宿费,INV001012,approved,A,2,,,2025,0
R001013,BX2025001013,E0051,D006,2025-09-22,2025-10-28,business_entertainment,443.79,运营管理部合作机构接待费,INV001013,approved,,,,3,2025,0
R001014,BX2025001014,E0025,D001,2025-03-09,2025-03-31,training_fee,1766.66,星河项目管理培训费,INV001014,approved,,,,,2025,0
R001015,BX2025001015,E0049,D006,2025-08-09,2025-10-04,business_entertainment,1197.45,分支机构客户交流招待费,INV001015,approved,,,,5,2025,0
R001016,BX2025001016,E0054,D001,2025-01-29,2025-03-22,training_fee,2009.09,投资银行部岗位能力提升培训费,INV001016,approved,,,,,2025,0
R001017,BX2025001017,E0025,D001,2025-11-26,2025-12-15,communication,176.46,系统上线联络通讯费,INV001017,approved,,,,,2025,0
R001018,BX2025001018,E0021,D002,2025-11-10,2025-12-29,office_supplies,133.45,部门共用办公用品费,INV001018,approved,,,,,2025,0
R001019,BX2025001019,E0039,D002,2025-09-10,2025-09-18,local_transport,83.18,清源现场巡检交通费,INV001019,approved,A,,1,,2025,0
R001020,BX2025001020,E0036,D010,2025-03-12,2025-03-14,training_fee,3108.36,远航专项知识培训费,INV001020,approved,,,,,2025,0
R001021,BX2025001021,E0077,D004,2025-09-29,2025-10-29,local_transport,169.15,业务协同会议市内交通费,INV001021,approved,B,,2,,2025,0
R001022,BX2025001022,E0037,D008,2025-01-06,2025-01-12,local_transport,103.73,分支机构培训支持交通费,INV001022,approved,C,,2,,2025,0
R001023,BX2025001023,E0035,D005,2025-07-04,2025-08-16,office_supplies,385.24,文件归档装订耗材费,INV001023,approved,,,,,2025,0
R001024,BX2025001024,E0058,D007,2025-11-13,2025-12-24,communication,233.83,上海现场支持通讯费,INV001024,approved,,,,,2025,0
R001025,BX2025001025,E0078,D006,2025-11-10,2026-01-07,local_transport,107.53,合同签署事项市内交通费,INV001025,approved,A,,1,,2025,0
R001026,BX2025001026,E0018,D005,2025-11-14,2025-11-19,business_entertainment,1093.06,机构客户会议工作餐费,INV001026,approved,,,,7,2025,0
R001027,BX2025001027,E0023,D004,2025-05-08,2025-06-20,training_fee,2412.65,研究所数据治理学习费用,INV001027,approved,,,,,2025,0
R001028,BX2025001028,E0060,D006,2025-05-08,2025-05-14,local_transport,317.98,运营管理部例行外勤交通费,INV001028,approved,A,,4,,2025,0
R001029,BX2025001029,E0079,D002,2025-05-21,2025-07-12,training_fee,1420.52,固定收益部专业技能培训费,INV001029,approved,,,,,2025,0
R001030,BX2025001030,E0021,D002,2025-04-07,2025-04-14,business_entertainment,555.98,清源项目洽谈招待费,INV001030,approved,,,,3,2025,0
R001031,BX2025001031,E0040,D001,2025-08-04,2025-09-02,local_transport,96.22,上海北辰项目市内交通费,INV001031,approved,A,,1,,2025,0
R001032,BX2025001032,E0033,D001,2025-05-11,2025-06-17,communication,198.15,启明项目沟通通讯费,INV001032,approved,,,,,2025,0
R001033,BX2025001033,E0065,D006,2025-10-09,2025-11-12,local_transport,102.6,参加上海业务会议市内交通费,INV001033,approved,A,,1,,2025,0
R001034,BX2025001034,E0044,D006,2025-11-21,2025-12-04,travel_lodging,420.61,监管沟通事项赴杭州住宿费,INV001034,approved,B,1,,,2025,0
R001035,BX2025001035,E0044,D006,2025-04-07,2025-06-03,training_fee,2374.0,风险识别投行业务课程费,INV001035,approved,,,,,2025,0
R001036,BX2025001036,E0021,D002,2025-01-24,2025-03-15,training_fee,1922.4,固定收益部员工项目管理培训费,INV001036,approved,,,,,2025,0
R001037,BX2025001037,E0046,D001,2025-10-06,2025-11-08,local_transport,136.17,投资银行部例行外勤交通费,INV001037,approved,B,,2,,2025,0
R001038,BX2025001038,E0072,D005,2025-11-05,2025-12-12,travel_lodging,417.25,客户服务事项赴上海出差住宿费,INV001038,approved,A,1,,,2025,0
R001039,BX2025001039,E0038,D004,2025-12-04,2026-01-01,training_fee,2749.72,运营规范项目管理课程费,INV001039,approved,,,,,2025,0
R001040,BX2025001040,E0051,D006,2025-04-29,2025-06-23,local_transport,60.48,分支机构培训支持交通费,INV001040,approved,C,,1,,2025,0
R001041,BX2025001041,E0056,D005,2025-12-11,2026-01-02,training_fee,1783.41,客户服务信息安全培训费,INV001041,approved,,,,,2025,0
R001042,BX2025001042,E0065,D006,2025-04-10,2025-05-24,communication,283.55,分支机构协调通讯费,INV001042,approved,,,,,2025,0
R001043,BX2025001043,E0065,D006,2025-11-13,2025-12-15,travel_lodging,170.36,星河合同资料交接住宿费,INV001043,approved,C,1,,,2025,0
R001044,BX2025001044,E0061,D008,2025-08-06,2025-08-08,travel_lodging,426.99,云帆投后跟踪现场住宿费,INV001044,approved,A,1,,,2025,0
R001045,BX2025001045,E0062,D004,2025-03-05,2025-04-08,training_fee,2661.84,运营规范投行业务课程费,INV001045,approved,,,,,2025,0
R001046,BX2025001046,E0016,D008,2025-12-28,2026-01-11,travel_lodging,1383.68,赴上海参加北辰专项会议住宿费,INV001046,approved,A,3,,,2025,0
R001047,BX2025001047,E0074,D001,2025-03-14,2025-04-08,communication,196.13,客户服务电话通讯费,INV001047,approved,,,,,2025,0
R001048,BX2025001048,E0014,D009,2025-06-14,2025-07-28,training_fee,1928.26,财务管理部数据治理学习费用,INV001048,approved,,,,,2025,0
R001049,BX2025001049,E0066,D003,2025-12-30,2026-01-14,travel_lodging,1638.88,赴上海开展系统上线支持住宿费,INV001049,approved,A,3,,,2025,0
R001050,BX2025001050,E0028,D009,2025-03-12,2025-05-03,communication,149.43,财务管理部客户维护通讯费,INV001050,approved,,,,,2025,0
R001051,BX2025001051,E0033,D001,2025-09-18,2025-10-21,training_fee,1300.97,风险识别客户服务课程费,INV001051,approved,,,,,2025,0
R001052,BX2025001052,E0037,D008,2025-09-27,2025-10-01,office_supplies,469.49,项目底稿归档用品费,INV001052,approved,,,,,2025,0
R001053,BX2025001053,E0075,D007,2025-12-21,2025-12-31,communication,128.64,分支机构协调通讯费,INV001053,approved,,,,,2025,0
R001054,BX2025001054,E0062,D004,2025-11-26,2025-12-10,local_transport,82.24,上海北辰项目市内交通费,INV001054,approved,A,,1,,2025,0
R001055,BX2025001055,E0079,D002,2025-03-28,2025-04-21,business_entertainment,804.46,固定收益部客户活动接待费,INV001055,approved,,,,3,2025,0
R001056,BX2025001056,E0072,D005,2025-10-28,2025-12-03,communication,254.52,机构业务部客户维护通讯费,INV001056,approved,,,,,2025,0
R001057,BX2025001057,E0023,D004,2025-11-18,2025-12-27,travel_lodging,402.71,远航客户拜访行程住宿费,INV001057,approved,C,1,,,2025,0
R001058,BX2025001058,E0076,D006,2025-06-13,2025-07-18,travel_lodging,478.12,运营管理部跨部门协同赴杭州住宿费,INV001058,approved,B,2,,,2025,0
R001059,BX2025001059,E0058,D007,2025-04-12,2025-05-27,training_fee,1375.11,运营规范运营规范课程费,INV001059,approved,,,,,2025,0
R001060,BX2025001060,E0057,D005,2025-06-17,2025-08-15,travel_lodging,522.11,远航专项访谈住宿费,INV001060,approved,B,2,,,2025,0
R001061,BX2025001061,E0043,D005,2025-08-03,2025-09-10,business_entertainment,907.66,客户回访业务招待费,INV001061,approved,,,,5,2025,0
R001062,BX2025001062,E0075,D007,2025-11-29,2025-12-02,communication,258.54,会议通知通讯费,INV001062,approved,,,,,2025,0
R001063,BX2025001063,E0072,D005,2025-10-18,2025-10-22,travel_lodging,251.49,分支机构走访赴合肥住宿费,INV001063,approved,C,1,,,2025,0
R001064,BX2025001064,E0027,D007,2025-06-17,2025-08-03,office_supplies,391.18,日常办公耗材报销,INV001064,approved,,,,,2025,0
R001065,BX2025001065,E0022,D007,2025-12-24,2026-01-05,office_supplies,399.07,清源现场办公用品费,INV001065,approved,,,,,2025,0
R001066,BX2025001066,E0055,D004,2025-12-28,2026-01-15,training_fee,1801.62,运营规范项目管理课程费,INV001066,approved,,,,,2025,0
R001067,BX2025001067,E0049,D006,2025-02-16,2025-03-05,business_entertainment,671.62,清源资料确认工作餐费,INV001067,approved,,,,3,2025,0
R001068,BX2025001068,E0066,D003,2025-09-10,2025-10-16,travel_lodging,471.95,北辰现场验收住宿费,INV001068,approved,A,1,,,2025,0
R001069,BX2025001069,E0037,D008,2025-01-16,2025-03-09,local_transport,63.27,分支机构培训支持交通费,INV001069,approved,A,,1,,2025,0
R001070,BX2025001070,E0017,D003,2025-03-27,2025-04-01,communication,143.07,云帆远程会议通讯费,INV001070,approved,,,,,2025,0
R001071,BX2025001071,E0079,D002,2025-03-10,2025-03-27,local_transport,274.95,固定收益部跨部门沟通交通费,INV001071,approved,A,,3,,2025,0
R001072,BX2025001072,E0014,D009,2025-06-01,2025-06-28,travel_lodging,964.78,赴合肥参加业务协调会住宿费,INV001072,approved,C,3,,,2025,0
R001073,BX2025001073,E0049,D006,2025-09-22,2025-10-13,travel_lodging,270.95,运营管理部跨部门协同赴合肥住宿费,INV001073,approved,C,1,,,2025,0
R001074,BX2025001074,E0079,D002,2025-10-10,2025-12-05,travel_lodging,378.4,澄江投后跟踪现场住宿费,INV001074,approved,B,1,,,2025,0
R001075,BX2025001075,E0061,D008,2025-01-20,2025-01-21,office_supplies,299.2,云帆会议材料打印用品费,INV001075,approved,,,,,2025,0
R001076,BX2025001076,E0069,D002,2025-12-12,2026-01-04,local_transport,99.08,固定收益部例行外勤交通费,INV001076,approved,A,,1,,2025,0
R001077,BX2025001077,E0034,D005,2025-03-10,2025-03-15,local_transport,50.97,杭州青竹项目市内交通费,INV001077,approved,B,,1,,2025,0
R001078,BX2025001078,E0069,D002,2025-04-16,2025-06-04,travel_lodging,1074.16,赴上海参加北辰专项会议住宿费,INV001078,approved,A,2,,,2025,0
R001079,BX2025001079,E0026,D004,2025-11-10,2025-11-18,business_entertainment,444.38,研究所合作机构接待费,INV001079,approved,,,,3,2025,0
R001080,BX2025001080,E0040,D001,2025-12-02,2025-12-25,travel_lodging,720.29,分支机构走访赴上海住宿费,INV001080,approved,A,1,,,2025,0
R001081,BX2025001081,E0016,D008,2025-09-26,2025-10-22,travel_lodging,1152.57,上海澄江路演支持住宿费,INV001081,approved,A,2,,,2025,0
R001082,BX2025001082,E0025,D001,2025-02-13,2025-03-16,travel_lodging,547.25,澄江合同资料交接住宿费,INV001082,approved,C,2,,,2025,0
R001083,BX2025001083,E0040,D001,2025-08-11,2025-09-08,local_transport,207.46,投资银行部外勤走访市内交通费,INV001083,approved,B,,3,,2025,0
R001084,BX2025001084,E0059,D006,2025-01-15,2025-01-18,training_fee,1392.91,参加项目管理专题培训费,INV001084,approved,,,,,2025,0
R001085,BX2025001085,E0035,D005,2025-05-03,2025-06-07,local_transport,83.81,启明现场支持交通费,INV001085,approved,B,,1,,2025,0
R001086,BX2025001086,E0027,D007,2025-10-30,2025-12-11,travel_lodging,781.84,合肥启明路演支持住宿费,INV001086,approved,C,2,,,2025,0
R001087,BX2025001087,E0041,D005,2025-12-13,2025-12-26,office_supplies,408.41,部门月度办公耗材费,INV001087,approved,,,,,2025,0
R001088,BX2025001088,E0069,D002,2025-12-06,2026-01-07,local_transport,170.56,赴客户现场办理远航事项交通费,INV001088,approved,B,,2,,2025,0
R001089,BX2025001089,E0047,D009,2025-07-27,2025-08-16,business_entertainment,960.8,杭州客户拜访工作餐费,INV001089,approved,,,,4,2025,0
R001090,BX2025001090,E0054,D001,2025-12-19,2026-01-12,communication,262.02,云帆跨部门协作通讯费,INV001090,approved,,,,,2025,0
R001091,BX2025001091,E0028,D009,2025-08-16,2025-09-29,training_fee,2192.23,合规要求投行业务学习费,INV001091,approved,,,,,2025,0
R001092,BX2025001092,E0016,D008,2025-09-13,2025-10-30,office_supplies,490.97,项目底稿归档用品费,INV001092,approved,,,,,2025,0
R001093,BX2025001093,E0038,D004,2025-03-24,2025-05-13,communication,220.96,客户服务电话通讯费,INV001093,approved,,,,,2025,0
R001094,BX2025001094,E0065,D006,2025-08-16,2025-08-18,business_entertainment,686.0,启明客户沟通业务招待费,INV001094,approved,,,,3,2025,0
