record_id,employee_id,department_id,expense_date,reimburse_date,expense_type,amount,city_tier,nights,days,participants,special_approval,status,budget_year,invoice_no,vendor_name,invoice_date,employee_level,emp_dept_id,department_name,annual_budget
R002525,E0015,D004,2025-12-01,2025-12-08,business_entertainment,510.76,,,,2,0,approved,2025,FP202500002525,"XX供应商3258",2025-12-01,E1,D004,"研究所",264890.39
R003352,E0035,D005,2025-11-10,2025-12-08,business_entertainment,626.69,,,,3,0,approved,2025,FP202500003352,"XX供应商9275",2025-11-10,M1,D005,"机构业务部",278540.94
R000493,E0060,D006,2025-12-08,2025-12-09,business_entertainment,276.43,,,,2,0,approved,2025,FP202500000493,"XX供应商9740",2025-12-08,E1,D006,"运营管理部",340961.75
R000949,E0074,D001,2025-11-26,2025-12-09,business_entertainment,487.53,,,,2,0,approved,2025,FP202500000949,"XX供应商1234",2025-11-26,E1,D001,"投资银行部",230395.17
R002813,E0058,D007,2025-11-22,2025-12-09,business_entertainment,977.58,,,,6,0,approved,2025,FP202500002813,"XX供应商7536",2025-11-22,E1,D007,"信息技术部",301500.0
R003131,E0063,D004,2025-12-01,2025-12-09,business_entertainment,1476.3,,,,7,0,approved,2025,FP202500003131,"XX供应商5974",2025-12-01,E1,D004,"研究所",264890.39
R001700,E0054,D001,2025-11-11,2025-12-10,business_entertainment,1281.51,,,,5,0,approved,2025,FP202500001700,"XX供应商4789",2025-11-11,E1,D001,"投资银行部",230395.17
R002102,E0018,D005,2025-10-13,2025-12-10,business_entertainment,284.21,,,,2,0,approved,2025,FP202500002102,"XX供应商4250",2025-10-13,M1,D005,"机构业务部",278540.94
R003181,E0041,D005,2025-12-05,2025-12-10,business_entertainment,795.95,,,,4,0,approved,2025,FP202500003181,"XX供应商9476",2025-12-05,E1,D005,"机构业务部",278540.94
R001959,E0030,D007,2025-11-22,2025-12-11,business_entertainment,706.97,,,,5,0,approved,2025,FP202500001959,"XX供应商5392",2025-11-22,X1,D007,"信息技术部",301500.0
R003354,E0056,D005,2025-10-25,2025-12-11,business_entertainment,627.42,,,,4,0,approved,2025,FP202500003354,"XX供应商7478",2025-10-25,D1,D005,"机构业务部",278540.94
R000969,E0059,D006,2025-11-15,2025-12-12,business_entertainment,443.73,,,,3,0,approved,2025,FP202500000969,"XX供应商2328",2025-11-15,E1,D006,"运营管理部",340961.75
R002553,E0060,D006,2025-11-11,2025-12-12,business_entertainment,1392.74,,,,6,0,approved,2025,FP202500002553,"XX供应商8272",2025-11-11,E1,D006,"运营管理部",340961.75
R003256,E0059,D006,2025-11-16,2025-12-13,business_entertainment,531.18,,,,2,0,approved,2025,FP202500003256,"XX供应商6692",2025-11-16,E1,D006,"运营管理部",340961.75
R000031,E0066,D003,2025-11-20,2025-12-14,business_entertainment,908.2,,,,5,0,approved,2025,FP202500000031,"XX供应商5370",2025-11-20,M1,D003,"财富管理部",109772.07
R002031,E0052,D003,2025-12-13,2025-12-15,business_entertainment,840.35,,,,6,0,approved,2025,FP202500002031,"XX供应商7979",2025-12-13,M1,D003,"财富管理部",109772.07
R002037,E0022,D007,2025-11-06,2025-12-15,business_entertainment,710.62,,,,4,0,approved,2025,FP202500002037,"XX供应商9986",2025-11-06,D1,D007,"信息技术部",301500.0
R002605,E0045,D001,2025-10-21,2025-12-15,business_entertainment,1164.16,,,,6,0,approved,2025,FP202500002605,"XX供应商8162",2025-10-21,E1,D001,"投资银行部",230395.17
R000820,E0025,D001,2025-10-20,2025-12-16,business_entertainment,1162.45,,,,6,0,approved,2025,FP202500000820,"XX供应商3961",2025-10-20,E1,D001,"投资银行部",230395.17
R001613,E0017,D003,2025-11-07,2025-12-16,business_entertainment,760.25,,,,4,0,approved,2025,FP202500001613,"XX供应商3061",2025-11-07,D1,D003,"财富管理部",109772.07
R003431,E0038,D004,2025-11-08,2025-12-16,business_entertainment,495.75,,,,2,0,approved,2025,FP202500003431,"XX供应商7155",2025-11-08,M1,D004,"研究所",264890.39
R000133,E0036,D010,2025-11-02,2025-12-17,business_entertainment,978.52,,,,4,0,approved,2025,FP202500000133,"XX供应商1372",2025-11-02,E1,D010,"人力资源部",164500.0
R000421,E0047,D009,2025-11-29,2025-12-17,business_entertainment,770.65,,,,3,0,approved,2025,FP202500000421,"XX供应商5389",2025-11-29,E1,D009,"财务管理部",191300.0
R000882,E0031,D006,2025-11-28,2025-12-17,business_entertainment,307.53,,,,2,0,approved,2025,FP202500000882,"XX供应商3513",2025-11-28,M1,D006,"运营管理部",340961.75
R001198,E0023,D004,2025-12-11,2025-12-17,business_entertainment,793.96,,,,3,0,approved,2025,FP202500001198,"XX供应商9963",2025-12-11,M1,D004,"研究所",264890.39
R001221,E0032,D005,2025-11-21,2025-12-17,business_entertainment,576.81,,,,3,0,approved,2025,FP202500001221,"XX供应商5804",2025-11-21,E1,D005,"机构业务部",278540.94
R002512,E0059,D006,2025-10-21,2025-12-17,business_entertainment,413.09,,,,3,0,approved,2025,FP202500002512,"XX供应商4560",2025-10-21,E1,D006,"运营管理部",340961.75
R002895,E0016,D008,2025-12-02,2025-12-17,business_entertainment,1608.88,,,,6,0,approved,2025,FP202500002895,"XX供应商5302",2025-12-02,M1,D008,"合规风控部",381600.0
R004054,E0019,D006,2025-12-15,2025-12-17,business_entertainment,298.26,,,,2,0,approved,2025,FP202500004054,"XX供应商5151",2025-12-15,M1,D006,"运营管理部",340961.75
R000024,E0047,D009,2025-11-13,2025-12-18,business_entertainment,750.97,,,,3,0,approved,2025,FP202500000024,"XX供应商2317",2025-11-13,E1,D009,"财务管理部",191300.0
R001204,E0067,D001,2025-12-13,2025-12-18,business_entertainment,595.65,,,,3,0,approved,2025,FP202500001204,"XX供应商8706",2025-12-13,M1,D001,"投资银行部",230395.17
R003404,E0019,D006,2025-11-14,2025-12-18,business_entertainment,473.81,,,,2,0,approved,2025,FP202500003404,"XX供应商7806",2025-11-14,M1,D006,"运营管理部",340961.75
R000103,E0043,D005,2025-12-18,2025-12-19,business_entertainment,504.94,,,,3,0,approved,2025,FP202500000103,"XX供应商2586",2025-12-18,E1,D005,"机构业务部",278540.94
R001301,E0027,D007,2025-12-15,2025-12-19,business_entertainment,787.07,,,,3,0,approved,2025,FP202500001301,"XX供应商4919",2025-12-15,D1,D007,"信息技术部",301500.0
R003156,E0049,D006,2025-12-11,2025-12-19,business_entertainment,609.59,,,,4,0,approved,2025,FP202500003156,"XX供应商4958",2025-12-11,E1,D006,"运营管理部",340961.75
R000544,E0072,D005,2025-11-30,2025-12-20,business_entertainment,1077.46,,,,4,0,approved,2025,FP202500000544,"XX供应商1802",2025-11-30,M1,D005,"机构业务部",278540.94
R003912,E0066,D003,2025-12-18,2025-12-20,business_entertainment,1380.95,,,,7,0,approved,2025,FP202500003912,"XX供应商2662",2025-12-18,M1,D003,"财富管理部",109772.07
R004068,E0069,D002,2025-11-11,2025-12-20,business_entertainment,723.63,,,,3,0,approved,2025,FP202500004068,"XX供应商6815",2025-11-11,M1,D002,"固定收益部",107785.42
R000789,E0025,D001,2025-12-04,2025-12-21,business_entertainment,1204.6,,,,7,0,approved,2025,FP202500000789,"XX供应商8907",2025-12-04,E1,D001,"投资银行部",230395.17
R002514,E0072,D005,2025-11-22,2025-12-22,business_entertainment,556.28,,,,4,0,approved,2025,FP202500002514,"XX供应商5932",2025-11-22,M1,D005,"机构业务部",278540.94
R002933,E0065,D006,2025-10-23,2025-12-22,business_entertainment,698.52,,,,5,0,approved,2025,FP202500002933,"XX供应商5723",2025-10-23,E1,D006,"运营管理部",340961.75
R003090,E0034,D005,2025-12-18,2025-12-22,business_entertainment,1033.82,,,,4,0,approved,2025,FP202500003090,"XX供应商4895",2025-12-18,E1,D005,"机构业务部",278540.94
R003829,E0035,D005,2025-12-21,2025-12-22,business_entertainment,740.44,,,,4,0,approved,2025,FP202500003829,"XX供应商8403",2025-12-21,M1,D005,"机构业务部",278540.94
R002058,E0030,D007,2025-10-26,2025-12-23,business_entertainment,529.17,,,,3,0,approved,2025,FP202500002058,"XX供应商8761",2025-10-26,X1,D007,"信息技术部",301500.0
R002784,E0072,D005,2025-12-20,2025-12-23,business_entertainment,453.88,,,,2,0,approved,2025,FP202500002784,"XX供应商2216",2025-12-20,M1,D005,"机构业务部",278540.94
R002879,E0077,D004,2025-12-15,2025-12-23,business_entertainment,480.14,,,,2,0,approved,2025,FP202500002879,"XX供应商4422",2025-12-15,E1,D004,"研究所",264890.39
R003146,E0052,D003,2025-11-27,2025-12-23,business_entertainment,328.22,,,,2,0,approved,2025,FP202500003146,"XX供应商2654",2025-11-27,M1,D003,"财富管理部",109772.07
R003679,E0053,D010,2025-12-22,2025-12-23,business_entertainment,499.05,,,,3,0,approved,2025,FP202500003679,"XX供应商8551",2025-12-22,E1,D010,"人力资源部",164500.0
R000602,E0025,D001,2025-11-23,2025-12-24,business_entertainment,462.41,,,,2,0,approved,2025,FP202500000602,"XX供应商9980",2025-11-23,E1,D001,"投资银行部",230395.17
R000955,E0063,D004,2025-12-17,2025-12-24,business_entertainment,277.51,,,,2,0,approved,2025,FP202500000955,"XX供应商7008",2025-12-17,E1,D004,"研究所",264890.39
R003800,E0059,D006,2025-12-09,2025-12-24,business_entertainment,1032.39,,,,4,0,approved,2025,FP202500003800,"XX供应商6331",2025-12-09,E1,D006,"运营管理部",340961.75
R000189,E0032,D005,2025-12-23,2025-12-25,business_entertainment,1209.17,,,,5,0,approved,2025,FP202500000189,"XX供应商2500",2025-12-23,E1,D005,"机构业务部",278540.94
R000981,E0045,D001,2025-12-09,2025-12-25,business_entertainment,656.07,,,,4,0,approved,2025,FP202500000981,"XX供应商2199",2025-12-09,E1,D001,"投资银行部",230395.17
R002437,E0072,D005,2025-12-15,2025-12-25,business_entertainment,768.49,,,,3,0,approved,2025,FP202500002437,"XX供应商7534",2025-12-15,M1,D005,"机构业务部",278540.94
R003243,E0067,D001,2025-12-22,2025-12-25,business_entertainment,352.52,,,,2,0,approved,2025,FP202500003243,"XX供应商8150",2025-12-22,M1,D001,"投资银行部",230395.17
R001511,E0065,D006,2025-11-25,2025-12-26,business_entertainment,732.95,,,,3,0,approved,2025,FP202500001511,"XX供应商1388",2025-11-25,E1,D006,"运营管理部",340961.75
R004115,E0080,D009,2025-12-09,2025-12-26,business_entertainment,614.29,,,,4,0,approved,2025,FP202500004115,"XX供应商5115",2025-12-09,E1,D009,"财务管理部",191300.0
R000590,E0068,D006,2025-12-21,2025-12-27,business_entertainment,372.6,,,,2,0,approved,2025,FP202500000590,"XX供应商7546",2025-12-21,E1,D006,"运营管理部",340961.75
R002302,E0053,D010,2025-11-28,2025-12-27,business_entertainment,694.38,,,,4,0,approved,2025,FP202500002302,"XX供应商6052",2025-11-28,E1,D010,"人力资源部",164500.0
R003123,E0069,D002,2025-12-10,2025-12-27,business_entertainment,592.38,,,,4,0,approved,2025,FP202500003123,"XX供应商5957",2025-12-10,M1,D002,"固定收益部",107785.42
R003598,E0049,D006,2025-12-26,2025-12-27,business_entertainment,405.23,,,,2,0,approved,2025,FP202500003598,"XX供应商5775",2025-12-26,E1,D006,"运营管理部",340961.75
R000099,E0078,D006,2025-12-25,2025-12-28,business_entertainment,279.18,,,,2,0,approved,2025,FP202500000099,"XX供应商4820",2025-12-25,E1,D006,"运营管理部",340961.75
R000320,E0075,D007,2025-12-11,2025-12-28,business_entertainment,1111.66,,,,6,0,approved,2025,FP202500000320,"XX供应商8904",2025-12-11,D1,D007,"信息技术部",301500.0
R001769,E0050,D008,2025-12-17,2025-12-28,business_entertainment,566.41,,,,3,0,approved,2025,FP202500001769,"XX供应商4787",2025-12-17,X1,D008,"合规风控部",381600.0
R001876,E0027,D007,2025-12-15,2025-12-28,business_entertainment,951.24,,,,5,0,approved,2025,FP202500001876,"XX供应商3650",2025-12-15,D1,D007,"信息技术部",301500.0
R003605,E0033,D001,2025-12-20,2025-12-28,business_entertainment,633.66,,,,3,0,approved,2025,FP202500003605,"XX供应商1791",2025-12-20,E1,D001,"投资银行部",230395.17
R003718,E0054,D001,2025-12-09,2025-12-28,business_entertainment,1197.83,,,,7,0,approved,2025,FP202500003718,"XX供应商3076",2025-12-09,E1,D001,"投资银行部",230395.17
R003752,E0029,D003,2025-12-16,2025-12-28,business_entertainment,356.76,,,,2,0,approved,2025,FP202500003752,"XX供应商6660",2025-12-16,M1,D003,"财富管理部",109772.07
R000575,E0024,D006,2025-12-02,2025-12-29,business_entertainment,312.32,,,,2,0,approved,2025,FP202500000575,"XX供应商1498",2025-12-02,E1,D006,"运营管理部",340961.75
R000971,E0038,D004,2025-12-01,2025-12-29,business_entertainment,742.37,,,,3,0,approved,2025,FP202500000971,"XX供应商5978",2025-12-01,M1,D004,"研究所",264890.39
R004197,E0062,D004,2025-12-14,2025-12-29,business_entertainment,1352.72,,,,6,0,approved,2025,FP202500004197,"XX供应商2540",2025-12-14,E1,D004,"研究所",264890.39
R001532,E0018,D005,2025-12-08,2025-12-30,business_entertainment,745.42,,,,3,0,approved,2025,FP202500001532,"XX供应商8394",2025-12-08,M1,D005,"机构业务部",278540.94
R001654,E0029,D003,2025-12-07,2025-12-30,business_entertainment,687.25,,,,3,0,approved,2025,FP202500001654,"XX供应商6419",2025-12-07,M1,D003,"财富管理部",109772.07
R001974,E0058,D007,2025-11-05,2025-12-30,business_entertainment,286.06,,,,2,0,approved,2025,FP202500001974,"XX供应商9259",2025-11-05,E1,D007,"信息技术部",301500.0
R002168,E0015,D004,2025-12-29,2025-12-30,business_entertainment,341.39,,,,2,0,approved,2025,FP202500002168,"XX供应商2259",2025-12-29,E1,D004,"研究所",264890.39
R002534,E0067,D001,2025-12-14,2025-12-30,business_entertainment,429.99,,,,3,0,approved,2025,FP202500002534,"XX供应商5104",2025-12-14,M1,D001,"投资银行部",230395.17
R002565,E0077,D004,2025-12-29,2025-12-30,business_entertainment,733.92,,,,4,0,approved,2025,FP202500002565,"XX供应商4096",2025-12-29,E1,D004,"研究所",264890.39
R002757,E0064,D004,2025-12-16,2025-12-31,business_entertainment,1292.23,,,,5,0,approved,2025,FP202500002757,"XX供应商1636",2025-12-16,E1,D004,"研究所",264890.39
R002803,E0057,D005,2025-11-03,2025-12-31,business_entertainment,1645.87,,,,7,0,approved,2025,FP202500002803,"XX供应商9104",2025-11-03,E1,D005,"机构业务部",278540.94
R002920,E0043,D005,2025-12-01,2025-12-31,business_entertainment,874.49,,,,4,0,approved,2025,FP202500002920,"XX供应商4764",2025-12-01,E1,D005,"机构业务部",278540.94
R001136,E0062,D004,2025-11-21,2026-01-01,business_entertainment,582.27,,,,4,0,approved,2025,FP202500001136,"XX供应商6430",2025-11-21,E1,D004,"研究所",264890.39
R001685,E0054,D001,2025-12-16,2026-01-01,business_entertainment,1300.01,,,,5,0,approved,2025,FP202500001685,"XX供应商2487",2025-12-16,E1,D001,"投资银行部",230395.17
R002652,E0063,D004,2025-12-19,2026-01-01,business_entertainment,889.9,,,,4,0,approved,2025,FP202500002652,"XX供应商8603",2025-12-19,E1,D004,"研究所",264890.39
R002551,E0039,D002,2025-12-23,2026-01-02,business_entertainment,780.94,,,,3,0,approved,2025,FP202500002551,"XX供应商9927",2025-12-23,E1,D002,"固定收益部",107785.42
R003339,E0030,D007,2025-11-29,2026-01-02,business_entertainment,963.61,,,,4,0,approved,2025,FP202500003339,"XX供应商7605",2025-11-29,X1,D007,"信息技术部",301500.0
R003747,E0032,D005,2025-11-09,2026-01-02,business_entertainment,437.22,,,,2,0,approved,2025,FP202500003747,"XX供应商6780",2025-11-09,E1,D005,"机构业务部",278540.94
R000598,E0024,D006,2025-11-05,2026-01-03,business_entertainment,721.12,,,,3,0,approved,2025,FP202500000598,"XX供应商4604",2025-11-05,E1,D006,"运营管理部",340961.75
R001653,E0033,D001,2025-12-31,2026-01-03,business_entertainment,790.81,,,,4,0,approved,2025,FP202500001653,"XX供应商4494",2025-12-31,E1,D001,"投资银行部",230395.17
R002397,E0030,D007,2025-12-09,2026-01-03,business_entertainment,1058.37,,,,4,0,approved,2025,FP202500002397,"XX供应商7327",2025-12-09,X1,D007,"信息技术部",301500.0
R002771,E0034,D005,2025-11-06,2026-01-03,business_entertainment,1025.73,,,,4,0,approved,2025,FP202500002771,"XX供应商9060",2025-11-06,E1,D005,"机构业务部",278540.94
R002802,E0018,D005,2025-12-30,2026-01-03,business_entertainment,1648.47,,,,7,0,approved,2025,FP202500002802,"XX供应商2123",2025-12-30,M1,D005,"机构业务部",278540.94
R002929,E0080,D009,2025-12-26,2026-01-03,business_entertainment,985.7,,,,4,0,approved,2025,FP202500002929,"XX供应商3788",2025-12-26,E1,D009,"财务管理部",191300.0
R003657,E0025,D001,2025-12-02,2026-01-03,business_entertainment,687.91,,,,3,0,approved,2025,FP202500003657,"XX供应商9358",2025-12-02,E1,D001,"投资银行部",230395.17
R004034,E0043,D005,2025-11-07,2026-01-03,business_entertainment,798.31,,,,3,0,approved,2025,FP202500004034,"XX供应商5758",2025-11-07,E1,D005,"机构业务部",278540.94
R000139,E0073,D004,2025-12-24,2026-01-04,business_entertainment,451.76,,,,3,0,approved,2025,FP202500000139,"XX供应商6034",2025-12-24,E1,D004,"研究所",264890.39
R000393,E0070,D006,2025-11-26,2026-01-04,business_entertainment,479.28,,,,3,0,approved,2025,FP202500000393,"XX供应商8224",2025-11-26,E1,D006,"运营管理部",340961.75
R000991,E0014,D009,2025-12-17,2026-01-04,business_entertainment,1884.07,,,,7,0,approved,2025,FP202500000991,"XX供应商1919",2025-12-17,M1,D009,"财务管理部",191300.0
R002750,E0046,D001,2025-12-18,2026-01-04,business_entertainment,1250.75,,,,5,0,approved,2025,FP202500002750,"XX供应商4708",2025-12-18,E1,D001,"投资银行部",230395.17
R003923,E0016,D008,2025-12-16,2026-01-04,business_entertainment,1340.85,,,,6,0,approved,2025,FP202500003923,"XX供应商3477",2025-12-16,M1,D008,"合规风控部",381600.0
R004117,E0016,D008,2025-12-21,2026-01-04,business_entertainment,760.45,,,,4,0,approved,2025,FP202500004117,"XX供应商7332",2025-12-21,M1,D008,"合规风控部",381600.0
R001003,E0079,D002,2025-12-29,2026-01-05,business_entertainment,1836.01,,,,7,0,approved,2025,FP202500001003,"XX供应商9974",2025-12-29,M1,D002,"固定收益部",107785.42
R003100,E0065,D006,2025-12-23,2026-01-05,business_entertainment,1167.16,,,,5,0,approved,2025,FP202500003100,"XX供应商9248",2025-12-23,E1,D006,"运营管理部",340961.75
R004163,E0026,D004,2025-11-21,2026-01-05,business_entertainment,608.87,,,,4,0,approved,2025,FP202500004163,"XX供应商6468",2025-11-21,E1,D004,"研究所",264890.39
R004169,E0079,D002,2025-11-23,2026-01-05,business_entertainment,511.55,,,,3,0,approved,2025,FP202500004169,"XX供应商9038",2025-11-23,M1,D002,"固定收益部",107785.42
R001422,E0019,D006,2025-12-01,2026-01-06,business_entertainment,685.03,,,,4,0,approved,2025,FP202500001422,"XX供应商9664",2025-12-01,M1,D006,"运营管理部",340961.75
R003290,E0016,D008,2025-12-17,2026-01-06,business_entertainment,505.74,,,,3,0,approved,2025,FP202500003290,"XX供应商1056",2025-12-17,M1,D008,"合规风控部",381600.0
R004131,E0025,D001,2025-12-20,2026-01-06,business_entertainment,924.75,,,,5,0,approved,2025,FP202500004131,"XX供应商8765",2025-12-20,E1,D001,"投资银行部",230395.17
R001116,E0021,D002,2025-12-14,2026-01-07,business_entertainment,528.19,,,,2,0,approved,2025,FP202500001116,"XX供应商5223",2025-12-14,E1,D002,"固定收益部",107785.42
R002467,E0063,D004,2025-12-12,2026-01-07,business_entertainment,661.55,,,,3,0,approved,2025,FP202500002467,"XX供应商5060",2025-12-12,E1,D004,"研究所",264890.39
R002822,E0075,D007,2025-11-30,2026-01-07,business_entertainment,690.01,,,,4,0,approved,2025,FP202500002822,"XX供应商2483",2025-11-30,D1,D007,"信息技术部",301500.0
R002922,E0056,D005,2025-12-16,2026-01-07,business_entertainment,1678.36,,,,7,0,approved,2025,FP202500002922,"XX供应商5044",2025-12-16,D1,D005,"机构业务部",278540.94
R003694,E0068,D006,2025-12-01,2026-01-07,business_entertainment,616.88,,,,3,0,approved,2025,FP202500003694,"XX供应商5214",2025-12-01,E1,D006,"运营管理部",340961.75
R000089,E0015,D004,2025-12-29,2026-01-08,business_entertainment,1322.72,,,,5,0,approved,2025,FP202500000089,"XX供应商7504",2025-12-29,E1,D004,"研究所",264890.39
R001400,E0025,D001,2025-12-30,2026-01-08,business_entertainment,275.05,,,,2,0,approved,2025,FP202500001400,"XX供应商7813",2025-12-30,E1,D001,"投资银行部",230395.17
R001831,E0051,D006,2025-12-29,2026-01-08,business_entertainment,1201.58,,,,6,0,approved,2025,FP202500001831,"XX供应商7810",2025-12-29,E1,D006,"运营管理部",340961.75
R002417,E0022,D007,2025-12-25,2026-01-08,business_entertainment,985.78,,,,5,0,approved,2025,FP202500002417,"XX供应商1925",2025-12-25,D1,D007,"信息技术部",301500.0
R003135,E0025,D001,2025-12-30,2026-01-08,business_entertainment,689.8,,,,3,0,approved,2025,FP202500003135,"XX供应商8996",2025-12-30,E1,D001,"投资银行部",230395.17
R003357,E0041,D005,2025-12-30,2026-01-08,business_entertainment,1370.63,,,,7,0,approved,2025,FP202500003357,"XX供应商9601",2025-12-30,E1,D005,"机构业务部",278540.94
R000804,E0024,D006,2025-12-23,2026-01-09,business_entertainment,1017.17,,,,4,0,approved,2025,FP202500000804,"XX供应商3221",2025-12-23,E1,D006,"运营管理部",340961.75
R001661,E0032,D005,2025-12-19,2026-01-09,business_entertainment,729.98,,,,4,0,approved,2025,FP202500001661,"XX供应商2454",2025-12-19,E1,D005,"机构业务部",278540.94
R001765,E0060,D006,2025-11-17,2026-01-09,business_entertainment,999.99,,,,5,0,approved,2025,FP202500001765,"XX供应商1838",2025-11-17,E1,D006,"运营管理部",340961.75
R003026,E0046,D001,2025-12-15,2026-01-09,business_entertainment,608.55,,,,4,0,approved,2025,FP202500003026,"XX供应商9309",2025-12-15,E1,D001,"投资银行部",230395.17
R000027,E0054,D001,2025-11-23,2026-01-10,business_entertainment,666.68,,,,4,0,approved,2025,FP202500000027,"XX供应商5876",2025-11-23,E1,D001,"投资银行部",230395.17
R000192,E0077,D004,2025-11-12,2026-01-10,business_entertainment,972.71,,,,4,0,approved,2025,FP202500000192,"XX供应商4930",2025-11-12,E1,D004,"研究所",264890.39
R000315,E0071,D010,2025-11-25,2026-01-10,business_entertainment,875.34,,,,4,0,approved,2025,FP202500000315,"XX供应商7226",2025-11-25,E1,D010,"人力资源部",164500.0
R000617,E0080,D009,2025-12-28,2026-01-10,business_entertainment,457.32,,,,2,0,approved,2025,FP202500000617,"XX供应商4509",2025-12-28,E1,D009,"财务管理部",191300.0
R001736,E0040,D001,2025-12-20,2026-01-10,business_entertainment,462.93,,,,3,0,approved,2025,FP202500001736,"XX供应商2288",2025-12-20,D1,D001,"投资银行部",230395.17
R003032,E0042,D008,2025-12-25,2026-01-10,business_entertainment,829.37,,,,5,0,approved,2025,FP202500003032,"XX供应商3901",2025-12-25,M1,D008,"合规风控部",381600.0
R003289,E0022,D007,2025-11-16,2026-01-10,business_entertainment,1227.98,,,,5,0,approved,2025,FP202500003289,"XX供应商3645",2025-11-16,D1,D007,"信息技术部",301500.0
R003902,E0041,D005,2025-12-22,2026-01-10,business_entertainment,743.32,,,,4,0,approved,2025,FP202500003902,"XX供应商6458",2025-12-22,E1,D005,"机构业务部",278540.94
R000342,E0040,D001,2025-11-14,2026-01-11,business_entertainment,346.56,,,,2,0,approved,2025,FP202500000342,"XX供应商2757",2025-11-14,D1,D001,"投资银行部",230395.17
R000675,E0040,D001,2025-11-28,2026-01-11,business_entertainment,460.39,,,,2,0,approved,2025,FP202500000675,"XX供应商5489",2025-11-28,D1,D001,"投资银行部",230395.17
R000866,E0024,D006,2025-12-25,2026-01-11,business_entertainment,946.84,,,,5,0,approved,2025,FP202500000866,"XX供应商4224",2025-12-25,E1,D006,"运营管理部",340961.75
R001407,E0054,D001,2025-11-28,2026-01-11,business_entertainment,967.65,,,,4,0,approved,2025,FP202500001407,"XX供应商9453",2025-11-28,E1,D001,"投资银行部",230395.17
R002881,E0075,D007,2025-12-10,2026-01-11,business_entertainment,532.26,,,,2,0,approved,2025,FP202500002881,"XX供应商3474",2025-12-10,D1,D007,"信息技术部",301500.0
R003636,E0063,D004,2025-12-25,2026-01-11,business_entertainment,479.4,,,,3,0,approved,2025,FP202500003636,"XX供应商1297",2025-12-25,E1,D004,"研究所",264890.39
R000615,E0072,D005,2025-12-26,2026-01-12,business_entertainment,1140.58,,,,5,0,approved,2025,FP202500000615,"XX供应商9807",2025-12-26,M1,D005,"机构业务部",278540.94
R000800,E0038,D004,2025-12-24,2026-01-12,business_entertainment,435.86,,,,3,0,approved,2025,FP202500000800,"XX供应商1380",2025-12-24,M1,D004,"研究所",264890.39
R002091,E0027,D007,2025-12-06,2026-01-12,business_entertainment,534.59,,,,2,0,approved,2025,FP202500002091,"XX供应商9067",2025-12-06,D1,D007,"信息技术部",301500.0
R002390,E0028,D009,2025-12-28,2026-01-12,business_entertainment,1302.59,,,,7,0,approved,2025,FP202500002390,"XX供应商7438",2025-12-28,E1,D009,"财务管理部",191300.0
R003501,E0077,D004,2025-11-26,2026-01-12,business_entertainment,544.9,,,,3,0,approved,2025,FP202500003501,"XX供应商2807",2025-11-26,E1,D004,"研究所",264890.39
R000273,E0044,D006,2025-12-17,2026-01-13,business_entertainment,348.43,,,,2,0,approved,2025,FP202500000273,"XX供应商8619",2025-12-17,D1,D006,"运营管理部",340961.75
R000917,E0074,D001,2025-12-14,2026-01-13,business_entertainment,1306.01,,,,6,0,approved,2025,FP202500000917,"XX供应商6712",2025-12-14,E1,D001,"投资银行部",230395.17
R000958,E0043,D005,2025-11-28,2026-01-13,business_entertainment,830.22,,,,5,0,approved,2025,FP202500000958,"XX供应商3712",2025-11-28,E1,D005,"机构业务部",278540.94
R001346,E0053,D010,2025-12-16,2026-01-13,business_entertainment,1030.89,,,,6,0,approved,2025,FP202500001346,"XX供应商7524",2025-12-16,E1,D010,"人力资源部",164500.0
R003049,E0053,D010,2025-12-31,2026-01-13,business_entertainment,1199.87,,,,7,0,approved,2025,FP202500003049,"XX供应商1023",2025-12-31,E1,D010,"人力资源部",164500.0
R000054,E0030,D007,2025-12-23,2026-01-14,business_entertainment,553.42,,,,3,0,approved,2025,FP202500000054,"XX供应商6377",2025-12-23,X1,D007,"信息技术部",301500.0
R002531,E0075,D007,2025-12-17,2026-01-14,business_entertainment,1492.73,,,,6,0,approved,2025,FP202500002531,"XX供应商3098",2025-12-17,D1,D007,"信息技术部",301500.0
R003337,E0031,D006,2025-12-13,2026-01-14,business_entertainment,379.29,,,,2,0,approved,2025,FP202500003337,"XX供应商6955",2025-12-13,M1,D006,"运营管理部",340961.75
R003952,E0063,D004,2025-12-18,2026-01-14,business_entertainment,1052.54,,,,4,0,approved,2025,FP202500003952,"XX供应商8943",2025-12-18,E1,D004,"研究所",264890.39
R000687,E0055,D004,2025-12-08,2026-01-15,business_entertainment,281.31,,,,2,0,approved,2025,FP202500000687,"XX供应商5253",2025-12-08,D1,D004,"研究所",264890.39
R002046,E0080,D009,2025-12-30,2026-01-15,business_entertainment,493.61,,,,2,0,approved,2025,FP202500002046,"XX供应商6886",2025-12-30,E1,D009,"财务管理部",191300.0
R002872,E0051,D006,2025-12-19,2026-01-15,business_entertainment,795.64,,,,3,0,approved,2025,FP202500002872,"XX供应商5570",2025-12-19,E1,D006,"运营管理部",340961.75
R003161,E0076,D006,2025-11-25,2026-01-15,business_entertainment,481.62,,,,3,0,approved,2025,FP202500003161,"XX供应商7252",2025-11-25,E1,D006,"运营管理部",340961.75
